OBJECTID,FACILITYID,SUBTYPE,OWNER,LIFECYCLESTATUS,INSTALLDATE,DIAMETER_FT,RIM_ELEV,INVERT1,INVERT2,INVERT3,INVERT4,INVERT5,INVERT6,DEPTH,COMMENTS,GROUNDELEVATION,ENABLED,x,y
6251,33958STMH,1,DPUB,ACT,8/1/1923 12:00:00 AM,,,5320.89,5320.89,5325.79,5325.69,5325.59,,11.7,inverts from JBG May 2012,5332.59,1,3151123.22642656,1683029.81483905
6252,1423225STMH,1,CDOT,ACT,,,,,,,,,,0,,5234.47,1,3141532.11798415,1683030.61536238
6253,33954STMH,1,DPUB,ACT,,,,5364.04,5363.55,,,,,,,5368.83,1,3130108.62048998,1683030.86700229
6254,33953STMH,1,DPUB,ACT,8/1/1923 12:00:00 AM,,,5323.7,5323.75,5326.7,5327.2,5327.2,,10.3,inverts from JBG May 2012,5334,1,3151447.75628932,1683031.85223655
6255,33950STMH,1,DPUB,ACT,8/1/1923 12:00:00 AM,,,5328.02,5330.53,5330.53,5330.83,5328.03,,9.48,,5337.5,1,3151772.77335581,1683033.53661638
6256,33947STMH,1,DPUB,ACT,8/1/1923 12:00:00 AM,,,5329.75,5329.8,,,,,9.4,,5339.15,1,3152079.4974799,1683035.52414522
6257,33937STMH,1,DPUB,ACT,8/1/1923 12:00:00 AM,,,5293.54,5293.59,5298.54,5298.94,,,11.7,inverts from JBG May 2012,5305.24,1,3148491.9770959,1683042.6031993
6258,33934STMH,1,NDPUB,ACT,,,,,,,,,,,,5352,1,3159452.03490014,1683043.98541439
6259,33931STMH,1,NDPUB,ACT,,,,,,,,,,,,5355.84,1,3160055.29287998,1683044.67307705
6260,33927STMH,1,NDPUB,ACT,,,,,,,,,,,,5353.2,1,3159700.75028197,1683047.49360946
6261,33914STMH,1,DPUB,ACT,,,,5249.47,5250,,,,,,,5258,1,3144503.27739614,1683054.14779563
6262,33901STMH,1,PRIV,ACT,,,,,,,,,,,,5257.8,1,3143468.90085597,1683058.47980796
6263,33896STMH,1,PRIV,ACT,1/31/2002 12:00:00 AM,,,,,,,,,,MANHOLE,5246,1,3142536.40272097,1683061.18452697
6264,33888STMH,1,PRIV,ACT,,,,,,,,,,,,5257.55,1,3143468.90085597,1683068.49914488
6265,33886STMH,1,DPUB,ACT,7/1/1957 12:00:00 AM,,,5497.19,5497.26,,,,,-45.92,,5451.27,1,3177733.12924339,1683070.70681763
6266,33895STMH,1,DPUB,ACT,,,,,,,,,,5439.07,,5439.07,1,3173823.0366699,1683071.14284039
6267,1617752STMH,1,PRIV,ACT,1/24/2019 12:00:00 AM,3,5235.72,5228.84,,,,,,6.88,Riser,5232.94686427,1,3141985.23256348,1683073.64710046
6268,1617750STMH,1,PRIV,ACT,1/24/2019 12:00:00 AM,3,5235.55,5228.84,,,,,,6.69,Riser,5232.34004716,1,3141975.23258348,1683073.75536796
6269,1617754STMH,1,PRIV,ACT,1/24/2019 12:00:00 AM,3,5235.9,5228.79,,,,,,7.11,Riser,5233.55768997,1,3141995.23254348,1683073.97223105
6270,1617755STMH,1,PRIV,ACT,1/24/2019 12:00:00 AM,3,5236.07,5228.77,,,,,,7.3,Riser,5234.15802782,1,3142005.23252347,1683073.97223105
6271,1617756STMH,1,PRIV,ACT,1/24/2019 12:00:00 AM,3,5236.25,5228.79,,,,,,7.46,Riser,5234.72311674,1,3142015.23250347,1683073.97223105
6272,1617701STMH,1,PRIV,ACT,1/24/2019 12:00:00 AM,5,5235.37,5228.81,,,,,,6.56,5'x5' Junction box outlet control,5231.39317336,1,3141955.80447273,1683077.40332656
6273,693657STMH,1,PRIV,ACT,1/15/2010 12:00:00 AM,5,,5258.31,5258.16,,,,,11.45,,5269.61,1,3136415.92677298,1683077.65857539
6274,693658STMH,1,PRIV,ACT,1/15/2010 12:00:00 AM,5,,5260.41,5259.81,5259.51,5259.31,,,10.3,,5269.61,1,3136571.21287973,1683078.32622497
6275,33876STMH,1,DPUB,ACT,,,,5164.68,5164.64,,,,,,,5369,1,3130128.82451782,1683080.23468572
6276,33875STMH,1,DPUB,ACT,,,,,,,,,,5436.45,,5436.45,1,3172933.46397398,1683080.37608963
6277,693659STMH,1,PRIV,ACT,1/15/2010 12:00:00 AM,5,,5261.68,5261.58,,,,,7.5,,5269.08,1,3136932.98774673,1683080.57458004
6278,33873STMH,1,PRIV,ACT,,,,,,,,,,,,5256,1,3143953.18203965,1683081.19728221
6279,33870STMH,1,DPUB,ACT,,,,5326.46,,,,,,,,5342,1,3157364.82122681,1683083.99123988
6280,33866STMH,1,DPUB,ACT,8/1/1975 12:00:00 AM,,,5323.44,,,,,,8.56,,5332,1,3155682.25208539,1683091.11917838
6281,33863STMH,1,DPUB,ACT,,,,5496.96,,,,,,,,5450.61,1,3177724.34153131,1683093.12409563
6282,48063STMH,1,PRIV,ACT,12/24/2003 12:00:00 AM,5,,5443.73,5443.93,,,,,8.2,,5450,1,3176815.00443923,1683094.99712338
6283,694123STMH,1,DPUB,ACT,6/1/2007 12:00:00 AM,4,,5410.22,,,,,,8.8,Connect to 24"" RCP prepared by URS,5416.72,1,3167804.48079364,1683097.73366646
6284,33861STMH,1,DPUB,ACT,,,,5366.96,,,,,,,,5372,1,3129838.04294714,1683100.65820129
6285,33858STMH,1,DPUB,ACT,,,,5364.87,5364.72,,,,,,,5369.5,1,3130104.35212581,1683100.85603555
6286,33856STMH,1,DPUB,ACT,7/1/1957 12:00:00 AM,,,5496.71,5495.97,5496.85,,,,-44.76,,5451.21,1,3177748.38971156,1683101.76023321
6287,33855STMH,1,DPUB,ACT,4/24/1996 12:00:00 AM,,,5382.54,,,,,,6.4,,5388,1,3129159.23853047,1683103.17066346
6288,33854STMH,1,PRIV,ACT,1/31/2002 12:00:00 AM,,,5233.38,5234.48,5233.48,,,,,MANHOLE,5246,1,3142431.13751157,1683103.50694889
6289,33847STMH,1,PRIV,ACT,,,,5381.57,5381.77,,,,,5385.46,,5385.46,1,3128139.52862765,1683105.65491046
6290,1416180STMH,1,CDOT,ACT,8/11/2014 12:00:00 AM,,,,,,,,,0,wating on home depot as built,5230,1,3141899.06475681,1683112.30155072
6291,33846STMH,1,DPUB,ACT,7/1/1971 12:00:00 AM,,,,,,,,,,,5408.89,1,3165202.30948882,1683116.8865153
6292,33845STMH,1,DPUB,ACT,7/1/1971 12:00:00 AM,,,5404.27,5406.23,,,,,4.25,,5408.52,1,3165164.14617932,1683116.9711608
6293,33843STMH,1,PRIV,ACT,,,,,,,,,,,,5356.76,1,3160627.62670906,1683120.5695788
6294,33841STMH,1,DPUB,ACT,6/1/1958 12:00:00 AM,,,5324.75,5324.71,5324.75,,,,7.29,,5332,1,3155607.23845589,1683127.71851464
6295,33834STMH,1,DPUB,ACT,,,,5295.89,5296.06,,,,,,,5304.13,1,3134599.83099572,1683130.04560971
6296,33830STMH,1,DPUB,ACT,,,,,,,,,,,,5369.3,1,3130158.07774015,1683136.40058388
6297,33822STMH,1,DPUB,ACT,,,,5369.5,5369.3,5369.48,,,,4.5,inverts from JBG May 2012,5374,1,3162163.11117089,1683149.0183408
6298,898769STMH,1,PRIV,ACT,3/10/2016 12:00:00 AM,4,,5415.87,5415.97,,,,,5.4,,5421.27,1,3167939.30532715,1683151.36971405
6299,720861STMH,1,DPUB,ACT,10/2/2008 12:00:00 AM,6,,5434.25,5432.86,5432.83,,,,9.48,,5442.44,1,3175725.30419081,1683159.49436972
6300,720859STMH,1,PRIV,ACT,10/2/2008 12:00:00 AM,4,,5437.48,5437.78,,,,,8.53,,5445.3,1,3176214.28418398,1683159.49436972
6301,33818STMH,1,DPUB,ACT,,,,5426.23,5432.14,5432.5,,,,5438,,5438,1,3173802.59937482,1683165.1462613
6302,820210STMH,1,DPUB,ACT,6/18/2012 12:00:00 AM,,,5226.12,5219.94,5219.79,,,,15.91,,5235.7,1,3141354.11801206,1683172.41658796
6303,33813STMH,1,DPUB,ACT,,,,5366.68,5366.65,,,,,4.65,inverts from JBG May 2012,5371.33,1,3161994.21059006,1683179.33061613
6304,898767STMH,1,PRIV,ACT,3/10/2016 12:00:00 AM,4,,5417.25,5418.35,,,,,9.4,,5426.65,1,3168169.8806534,1683185.27581422
6305,33806STMH,1,NDPUB,ACT,,,,5491.98,,,,,,,AURORA SEWER,5454,1,3178315.07558607,1683192.3824273
6306,33805STMH,1,DPUB,ACT,7/1/1957 12:00:00 AM,,,5494.5,5494.51,,,,,-42.5,,5452,1,3178001.34950748,1683193.00972264
6307,33804STMH,1,DPUB,ACT,,,,5428.97,5429.22,,,,,5434,,5434,1,3172726.01655422,1683194.95820954
6308,48263STMH,1,PRIV,ACT,6/27/2003 12:00:00 AM,4,,5384.12,5384.66,5384.02,,,,14.5,,5396,1,3128139.33538656,1683195.27907504
6309,33801STMH,1,DPUB,ACT,,,,5312.36,,,,,,3.64,,5316,1,3133939.20994164,1683199.78497155
6310,1460766STMH,1,DPUB,ACT,,,,5323.47,5323.07,,,,,7.34142144,Manhole added per 2018 Aerial Imagery,5330.41142144,1,3155565.8979874,1683203.91258797
6311,33798STMH,1,DPUB,ACT,,,,5364.45,5364.45,5364.4,,,,5.55,inverts from JBG May 2012,5370,1,3161850.93987922,1683205.05038096
6312,33792STMH,1,DPUB,ACT,8/1/1975 12:00:00 AM,,,5326,,,,,,4,,5330,1,3156204.54861298,1683213.16453797
6313,33786STMH,1,NDPUB,ACT,,,,5349.73,,,,,,,,5356,1,3160482.87896706,1683223.75539605
6314,1439520STMH,1,DPUB,ACT,,,,,,,,,,5434.54,,5434.54,1,3173794.57839347,1683237.21239012
6315,33779STMH,1,PRIV,ACT,,,,,,,,,,,,5255.28,1,3143398.14115497,1683238.12216522
6316,33778STMH,1,PRIV,ACT,,,,,,,,,,,,5256.9,1,3143154.31519906,1683239.07688771
6317,33776STMH,1,PRIV,ACT,1/31/2002 12:00:00 AM,,,5233.14,5233.24,,,,,,MANHOLE,5244.96,1,3142371.17634539,1683241.06769738
6318,33770STMH,1,DPUB,ACT,,,,5362.55,5362.5,,,,,5.2,inverts from JBG May 2012,5367.75,1,3161593.64643057,1683264.17919971
6319,33767STMH,1,PRIV,ACT,1/31/2002 12:00:00 AM,,,5232.98,5233.1,,,,,,MANHOLE,5244.4,1,3142310.33886865,1683268.04697414
6320,1660472STMH,1,DPUB,ACT,9/9/2011 12:00:00 AM,,,5325.08,5325.58,5325.05,,,,4.95,,5330,1,3156242.13449581,1683270.0102248
6321,33769STMH,1,DPUB,ACT,,,,5294.57,5294.69,,,,,,,5301.37,1,3134599.11511789,1683272.00759614
6322,33759STMH,1,DPUB,ACT,,,,5328.54,5331.46,,,,,,,5342.84,1,3131538.92176323,1683276.95738938
6323,33752STMH,1,DPUB,ACT,,,,5291.78,5291.97,,,,,,,5298.16,1,3135579.66729064,1683288.41832447
6324,33750STMH,1,DPUB,ACT,,,,,,,,,,,,5366,1,3161484.12466797,1683288.85828422
6325,33748STMH,1,DPUB,ACT,,,,5376.45,,,,,,,,5384,1,3125738.76210372,1683290.00460738
6326,33744STMH,1,DPUB,ACT,,,,5362.79,,,,,,,,5369.59,1,3126029.21132597,1683290.36254629
6327,33743STMH,1,DPUB,ACT,,,,5290.73,5290.95,,,,,,,5296.63,1,3134936.40643807,1683290.39568272
6328,33764STMH,1,PRIV,ACT,,,,,,,,,,5432,,5432,1,3172651.08068047,1683290.48032822
6329,33742STMH,1,DPUB,ACT,,,,5350.27,,,,,,,,5356.74,1,3126351.33371323,1683290.52101055
6330,1684992STMH,1,PRIV,ACT,,,,,,,,,,0,Existing Manhole per 2017PM0000511  Rishel School lmprovements - 451 S Tejon St - Storm 2018-SSPR-0000065.  Inverts not provided.,5279.19612993,1,3137261.20854698,1683291.4255363
6331,33733STMH,1,NDPUB,ACT,,,,,,,,,,,,5362.78,1,3161169.62431273,1683295.7247403
6332,33731STMH,1,DPUB,ACT,,,,5231.41,,,,,,,,5230.17,1,3141887.89319123,1683297.14632538
6333,33728STMH,1,DPUB,ACT,,,,5317.81,5317.79,,,,,9.79,,5327.6,1,3132926.1716134,1683299.59349896
6334,33724STMH,1,DPUB,ACT,,,,5324.91,5324.92,,,,,,,5338,1,3131919.91936082,1683300.6971713
6335,33723STMH,1,DPUB,ACT,,,,5328.86,5328.98,,,,,,,5342.28,1,3131562.26784514,1683300.83857521
6336,33721STMH,1,DPUB,ACT,,,,,,,,,,,,5343.51,1,3131526.74757499,1683300.96488731
6337,33720STMH,1,DPUB,ACT,,,,5323.94,5320.6,5320.58,,,,,,5336,1,3132263.26775548,1683301.33562146
6338,33718STMH,1,DPUB,ACT,,,,5321.9,5321.32,,,,,,,5336.43,1,3132311.49403697,1683301.73194613
6339,33714STMH,1,DPUB,ACT,,,,5254.56,,,,,,,,5260.22,1,3144831.53395748,1683303.65648296
6340,33713STMH,1,DPUB,ACT,,,,5251.05,,,,,,,,5258,1,3144501.64715005,1683303.94125929
6341,33709STMH,1,DPUB,ACT,,,,5365.13,5365.39,,,,,,,5382.37,1,3125757.43529473,1683304.11481538
6342,33710STMH,1,DPUB,ACT,,,,5360.69,5361.09,,,,,,,5375.29,1,3125853.43510273,1683304.11481538
6343,33711STMH,1,DPUB,ACT,,,,5354.68,5354.96,,,,,,,5366.64,1,3126095.43494681,1683304.11481538
6344,888383STMH,1,DPUB,ACT,1/6/2015 12:00:00 AM,5,,5250.05,5247,5246.95,,,,7.6,,5254.55,1,3142800.91793998,1683304.59742597
6345,33707STMH,1,DPUB,ACT,,,,5264.91,,,,,,,,5260.21,1,3145164.40665132,1683305.1696033
6346,33705STMH,1,DPUB,ACT,,,,5309.91,5312.11,,,,,,,5324.72,1,3133426.39961556,1683305.26310705
6347,33706STMH,1,DPUB,ACT,,,,5307.09,,,,,,,,5320.56,1,3133566.39933556,1683305.26310705
6348,33703STMH,1,DPUB,ACT,,,,5305.16,5305.16,,,,,,,5320,1,3133652.48020014,1683305.86317146
6349,496662STMH,1,DPUB,ACT,5/24/2002 12:00:00 AM,,,5416.81,5423.56,5424.9,,,,,,5432,1,3172668.24731281,1683307.10956004
6350,33698STMH,1,DPUB,ACT,,,,5257.76,,,,,,,,5262.77,1,3145514.57196148,1683311.1971503
6351,33696STMH,1,DPUB,ACT,,,,5218.6,5218.71,,,,,,,5228.44,1,3138928.45586865,1683313.23192313
6352,33695STMH,1,DPUB,ACT,,,,5220.55,,,,,,,,5224,1,3139056.28796206,1683314.04392938
6353,33694STMH,1,DPUB,ACT,,,,5343.13,5343.63,,,,,,,5349.17,1,3126532.7651089,1683314.43205197
6354,496652STMH,1,DPUB,ACT,5/24/2002 12:00:00 AM,,,5413.14,,,,,,20.86,CL INVERTS,5434,1,3172709.53856881,1683314.60495189
6355,33693STMH,1,NDPUB,ACT,,,,5350.54,,,,,,,,5356,1,3160482.77988589,1683314.86151305
6356,804805STMH,1,DPUB,ACT,6/23/2011 12:00:00 AM,4,,5217.97,5217.98,5218.12,,,,6.6,,5224.57,1,3139588.57003398,1683317.01833288
6357,804807STMH,1,DPUB,ACT,6/23/2011 12:00:00 AM,4,,5218.8,5218.8,5218.8,,,,5.2,,5224,1,3139813.78021348,1683317.01833288
6358,33688STMH,1,PRIV,ACT,12/1/1912 12:00:00 AM,,,5250.91,5246.21,,,,,7.79,,5254,1,3143475.56947781,1683321.55802196
6359,33687STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,5247.6,,,,,,8.19,,5256.5,1,3144145.3105924,1683323.67120671
6360,1660465STMH,1,DPUB,ACT,9/9/2011 12:00:00 AM,,5330.37,5325.15,5325.12,5325.08,5325.04,,,5.33,,5331.37237053,1,3156283.70691922,1683327.19613405
6361,33684STMH,1,PRIV,ACT,2/18/2000 12:00:00 AM,,,,,,,,,,24 inches grated manhole,5368,1,3161521.70825423,1683327.81358688
6362,33678STMH,1,DPUB,ACT,,,,5206.53,,,,,,,,5312.08,1,3133946.46419223,1683328.4884543
6363,33677STMH,1,PRIV,ACT,12/1/1912 12:00:00 AM,,,5250.52,,,,,,5.29,,5255.81,1,3143955.54292731,1683329.29225847
6364,33674STMH,1,PRIV,ACT,,,,,,,,,,,,5254,1,3143558.92462607,1683330.6065603
6365,33673STMH,1,DPUB,ACT,,,,5348.13,5347.22,,,,,,,5355.69,1,3126361.58073997,1683330.96154647
6366,33672STMH,1,PRIV,ACT,2/18/2000 12:00:00 AM,,,,,,,,,,24 inches grated manhole,5366,1,3161437.20284581,1683331.37919655
6367,842066STMH,1,PRIV,ACT,2/13/2014 12:00:00 AM,4,,5429.37,5429.27,,,,,6,,5435.27,1,3173001.21351039,1683333.90018888
6368,33663STMH,1,PRIV,ACT,,,,5394.42,,,,,,5397.65,,5397.65,1,3127938.12220632,1683337.49499796
6369,33664STMH,1,DPUB,ACT,,,,,,,,,,,,5368.46,1,3130464.22706223,1683337.65739922
6370,33661STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,5254.54,,,,,,9.46,,5264,1,3145873.78810656,1683341.24695897
6371,33653STMH,1,DPUB,ACT,6/1/1979 12:00:00 AM,,,5324.18,,,,,,1.82,,5326,1,3154062.39738548,1683350.96577156
6372,33647STMH,1,PRIV,ACT,,,,,,,,,,,,5361.33,1,3160625.8150329,1683355.88964622
6373,33635STMH,1,PRIV,ACT,2/18/2000 12:00:00 AM,,,,,,,,,,24 inches grated manhole,5371.49,1,3161505.06622714,1683371.58548096
6374,33634STMH,1,NDPUB,ACT,,,,,,,,,,,,5344,1,3157833.68118148,1683371.92111021
6375,33632STMH,1,DPUB,ACT,7/1/1933 12:00:00 AM,,,5327.42,5327.52,,,,,6.58,,5334,1,3156645.78231056,1683374.40043597
6376,623306STMH,1,DPUB,ACT,,,,,,,,,,,,5226.44,1,3141621.22016814,1683375.69636513
6377,33627STMH,1,DPUB,ACT,6/1/1979 12:00:00 AM,,,5317.31,5317.87,,,,,5324,,5324,1,3153663.84175214,1683377.70620362
6378,1628188STMH,1,DPUB,ACT,,4,5366.78,5362.59,5362.39,,,,,4.39,,5366.18623035,1,3161223.84566098,1683390.53655855
6379,33615STMH,1,DPUB,ACT,,,,,,,,,,,,5408,1,3165208.36328247,1683401.02308613
6380,33616STMH,1,DPUB,ACT,,,,5431.24,5430.49,5430.74,,,,5438,,5438,1,3174738.04533856,1683404.61395821
6381,1618636STMH,1,PRIV,ACT,,4,5230.96,5229.05,5227.38,5227.21,,,,3.75,,5230.44085514,1,3141900.42433414,1683405.07557146
6382,888387STMH,1,DPUB,ACT,1/6/2015 12:00:00 AM,5,,5245.87,5245.87,5245.82,,,,8.7,,5254.52,1,3142800.91793998,1683405.1772773
6383,1628148STMH,1,DPUB,ACT,7/31/2023 12:00:00 AM,5,5367.74,5363.52,5363.24,5363.47,5363.15,,,4.59,,5367.43309735,1,3161226.68850306,1683406.85706396
6384,33613STMH,1,DPUB,ACT,,,,5433.29,5432.54,,,,,5438,,5438,1,3174759.80907457,1683410.76256797
6385,33611STMH,1,NDPUB,ACT,,,,,,,,,,,,5352,1,3159410.16621748,1683413.91315222
6386,33604STMH,1,DPUB,ACT,7/1/1971 12:00:00 AM,,,5402.17,5401.17,,,,,6.83,,5408,1,3165160.81810197,1683425.16706671
6387,33597STMH,1,DPUB,ACT,,,,,,,,,,5321.15,,5321.15,1,3132929.72344357,1683433.53253555
6388,33596STMH,1,DPUB,ACT,,,,5433.9,5433.65,,,,,,,5438,1,3174841.92177123,1683437.43180597
6389,1684874STMH,1,PRIV,ACT,6/25/2018 12:00:00 AM,4,5275.65,5265.25,5271.94,5265.05,5272.92,,,10.6,,5275.76674058,1,3137337.13096732,1683441.39439647
6390,33594STMH,1,DPUB,ACT,6/1/1958 12:00:00 AM,,,5319.48,,,,,,6.52,,5326,1,3155563.78414647,1683446.5433363
6391,33592STMH,1,NDPUB,ACT,,,,5354.24,,,,,,,,5362.63,1,3160484.10206173,1683450.21918197
6392,33589STMH,1,DPUB,ACT,8/1/1975 12:00:00 AM,,,5319.78,5319.53,,,,,6.47,,5326,1,3155577.53444706,1683453.73131405
6393,842067STMH,1,DPUB,ACT,2/13/2014 12:00:00 AM,,,5411.4,5422,,,,,21.88,,5433.28,1,3172695.60847856,1683453.76412238
6394,888602STMH,1,PRIV,ACT,10/21/2015 12:00:00 AM,4,,5244.33,5244.21,,,,,10.54,,5254.75,1,3142603.08664273,1683454.31005305
6395,33591STMH,1,DPUB,ACT,,,,5426.24,5426.18,,,,,5438,,5438,1,3174724.20514314,1683456.93143888
6396,33582STMH,1,DPUB,ACT,,,,5325.29,,,,,,,,5334.16,1,3132256.86258456,1683462.57709688
6397,1618633STMH,1,PRIV,ACT,,4,5231.73,5227.93,5227.91,5227.83,,,,3.9,,5229.83697735,1,3141901.56409565,1683467.21357055
6398,1628150STMH,1,DPUB,ACT,7/31/2023 12:00:00 AM,4,5374.26,5365.68,5364.48,,,,,9.78,,5374.39083708,1,3161224.18850806,1683468.40385689
6399,33578STMH,1,DPUB,ACT,1/16/1998 12:00:00 AM,,,5360.31,5359.94,5359.8,,,,6.3,,5364,1,3160702.74335673,1683472.15942679
6400,33575STMH,1,DPUB,ACT,,,,,,,,,,5254,,5254,1,3143498.45230606,1683476.44386704
6401,33571STMH,1,DPUB,ACT,,,,5218.07,5218.17,,,,,,,5222,1,3138925.92273723,1683477.71026872
6402,33565STMH,1,DPUB,ACT,,,,5435,5434.5,,,,,,,5439.06,1,3174988.55041498,1683484.43794554
6403,33564STMH,1,DPUB,ACT,6/1/1979 12:00:00 AM,,,5321.09,,,,,,4.63,,5325.72,1,3153944.70273899,1683484.69253822
6404,33563STMH,1,DPUB,ACT,6/1/1979 12:00:00 AM,,,5322.18,,,,,,3.82,,5326,1,3154036.50898582,1683486.6239648
6405,1455402STMH,1,DPUB,ACT,,,,,,,,,,,Add missing manhole at 34.8'  per TV report 34383STGM-DW14-20200108-10 09,5438,1,3174714.91447932,1683488.68924938
6406,48059STMH,1,PRIV,ACT,12/24/2003 12:00:00 AM,5,,5440.83,5440.88,5440.68,,,,9.8,,5448,1,3176827.03000572,1683488.93563996
6407,33554STMH,1,NDPUB,ACT,,,,5327.28,,,,,,,,5340.18,1,3157361.56598398,1683495.39231996
6408,721838STMH,1,DPUB,ACT,,,,5319.27,5319.48,5319.48,,,,6.73,,5326,1,3155565.81399806,1683498.68660471
6409,33553STMH,1,NDPUB,ACT,,,,,,,,,,,,5363.3,1,3160309.13718857,1683499.45136696
6410,33550STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,,,,,,,5254,,5254,1,3143477.1229524,1683501.44316088
6411,888389STMH,1,DPUB,ACT,1/6/2015 12:00:00 AM,5,,5247.88,5246.41,5244.86,5244.81,,,1.45,,5246.26,1,3142800.91793998,1683501.95726746
6412,33546STMH,1,DPUB,ACT,9/13/2001 12:00:00 AM,5,,5359.45,5359.38,,,,,6.7,,5363.81,1,3160565.6005864,1683503.46513847
6413,1618640STMH,1,PRIV,ACT,,4,5232.67,5229.43,5229.33,,,,,3.34,,5231.56533764,1,3142003.03567748,1683504.19381155
6414,33545STMH,1,DPUB,ACT,6/1/1979 12:00:00 AM,,,5317.03,,,,,,4.97,,5322,1,3153605.50689507,1683507.44183655
6415,1618686STMH,1,PRIV,ACT,,,5230.88,5221.72,,,,,,9.16,60"" junction box,5229.22612565,1,3141871.47754164,1683508.55207054
6416,33542STMH,1,DPUB,ACT,6/1/1979 12:00:00 AM,,,5317.12,,,,,,4.88,,5322,1,3153653.14754781,1683508.62654546
6417,693645STMH,1,PRIV,ACT,1/15/2010 12:00:00 AM,5,,5256.83,5255.63,5255.33,,,,15.3,,5270.63,1,3136414.87756248,1683511.3817893
6418,33538STMH,1,PRIV,ACT,,,,,,,,,,,,5256.33,1,3143957.61739823,1683517.65802346
6419,33537STMH,1,DPUB,ACT,,,,5229.91,,,,,,,,5228.34,1,3141808.21093589,1683520.34568213
6420,33535STMH,1,NDPUB,ACT,,,,,,,,,,,,5340,1,3157401.89005031,1683522.1238938
6421,33532STMH,1,DPUB,ACT,,,,5435.6,,,,,,,,5440,1,3175128.63478048,1683529.1593128
6422,1684876STMH,1,PRIV,ACT,6/25/2018 12:00:00 AM,4,5273.8,5264.24,5270.31,5264.04,,,,9.76,,5272.31604081,1,3137257.50842315,1683532.3463143
6423,33528STMH,1,PRIV,ACT,,,,5329.68,,,,,,,,5332,1,3155207.93774532,1683532.82826872
6424,33527STMH,1,NDPUB,ACT,,,,,,,,,,,,5342,1,3157609.62487106,1683534.92176847
6425,1418239STMH,1,PRIV,ACT,11/3/2017 12:00:00 AM,,,5355.73,5355.69,,,,,5.35,,5361.04,1,3160470.46626222,1683546.45422572
6426,33522STMH,1,DPUB,ACT,5/1/1953 12:00:00 AM,,,5393.93,,,,,,4.19,,5398.12,1,3163851.37747939,1683546.4565223
6427,1416806STMH,1,DPUB,ACT,8/11/2014 12:00:00 AM,,,,,,,,,0,,5222,1,3141584.33605556,1683555.10775171
6428,1664025STMH,1,DPUB,ACT,10/16/2024 12:00:00 AM,5,5222.68,5217.18,5217.02,5217.78,,,,5.66,,5222.2966687,1,3139588.57003398,1683559.76719122
6429,33508STMH,1,DPUB,ACT,8/1/1975 12:00:00 AM,,,5318.68,,,,,,7.32,,5326,1,3155630.69674231,1683568.10510105
6430,33514STMH,1,DPUB,ACT,,,,,,,,,,,,5293.99,1,3134599.11511789,1683568.66809204
6431,721793STMH,1,PRIV,ACT,10/2/2009 12:00:00 AM,4,,5324.39,5324.44,5324.46,,,,3.25,,5327.83,1,3155398.80908273,1683570.58508296
6432,1618695STMH,1,PRIV,ACT,,,5230.08,5220.5,,,,,,9.58,60"" junction box,5229.17020275,1,3141860.14718373,1683570.63659205
6433,1628152STMH,1,DPUB,ACT,7/31/2023 12:00:00 AM,4,5386.7,5376.41,5374.81,,,,,11.89,,5386.59798592,1,3161224.18850806,1683570.76388839
6434,48058STMH,1,PRIV,ACT,12/24/2003 12:00:00 AM,5,,5440.02,5439.87,,,,,9.7,,5447.42,1,3176825.92600532,1683570.92825814
6435,722458STMH,1,PRIV,ACT,5/20/2005 12:00:00 AM,4,,5437.92,5437.62,,,,,5.01,,5442.63,1,3176247.93372297,1683572.00732422
6436,33504STMH,1,DPUB,ACT,,,,5279.86,,,,,,,,5291.03,1,3134934.37330565,1683574.41742438
6437,33503STMH,1,PRIV,ACT,,,,,,,,,,,,5252.09,1,3142514.01201773,1683575.65659513
6438,33502STMH,1,DPUB,ACT,,,,,,,,,,,,5288,1,3135576.09511931,1683576.77207847
6439,1424233STMH,1,PRIV,ACT,8/24/2015 12:00:00 AM,,,,,,,,,,,5253.27,1,3142491.43430698,1683583.3107793
6440,888391STMH,1,DPUB,ACT,1/6/2015 12:00:00 AM,5,,5243.61,,,,,,10.9,,5254.51,1,3142800.91793998,1683583.91740538
6441,888527STMH,1,PRIV,ACT,10/21/2015 12:00:00 AM,4,,,,,,,,0,,5250.45,1,3142503.63769464,1683585.00401738
6442,33495STMH,1,DPUB,ACT,,,,,,,,,,0,,5314,1,3133645.42804889,1683589.2005313
6443,721821STMH,1,PRIV,ACT,10/2/2009 12:00:00 AM,4,,5322.96,5322.8,,,,,4.21,,5327.01,1,3155568.8566429,1683589.58438879
6444,33490STMH,1,DPUB,ACT,,,,,,,,,,,,5282,1,3135904.32609014,1683590.97907105
6445,33494STMH,1,DPUB,ACT,,,5306.08,5297.67,5299.34,5294.7,5296.76,,,8.16,MANHOLE,5305.83,1,3133948.19089481,1683591.41673422
6446,33488STMH,1,DPUB,ACT,,,,5290.64,5290.32,,,,,,MANHOLE,5301,1,3134175.50999399,1683592.35078746
6447,33487STMH,1,DPUB,ACT,,,,5217.7,5217.64,,,,,,,5221.58,1,3138923.56742698,1683593.22841038
