OBJECTID,FACILITYID,SUBTYPE,OWNER,LIFECYCLESTATUS,INSTALLDATE,DIAMETER_FT,RIM_ELEV,INVERT1,INVERT2,INVERT3,INVERT4,INVERT5,INVERT6,DEPTH,COMMENTS,GROUNDELEVATION,ENABLED,x,y
19041,6668STMH,1,NDPUB,ACT,,,,5162.57,,,,,,,,5172.23,1,3143311.4146224,1708483.64089979
19042,461930STMH,1,PRIV,ACT,12/9/2004 12:00:00 AM,5,,5239.98,5240.11,5239.86,,,,5.74,,5245.6,1,3158350.27004331,1708485.69863847
19043,771515STMH,1,PRIV,ACT,3/16/2009 12:00:00 AM,,,5303.67,5303.68,5308.54,,,,11.02,Drop MH,5314.69,1,3181696.08063506,1708486.57363671
19044,6635STMH,1,DPUB,ACT,,,,,,,,,,5250.98,,5250.98,1,3159240.84929889,1708488.72192638
19045,1455653STMH,1,DPUB,ACT,3/10/2017 12:00:00 AM,2,,,,,,,,0,STRICT - NO DIG AREA Land Use Restrictions In Force. 24"" Access manhole.,5174,1,3147267.55664448,1708489.20158422
19046,6664STMH,1,DPUB,ACT,7/1/1964 12:00:00 AM,,,5147.78,,,,,,4.22,,5152,1,3145797.21706548,1708489.21339521
19047,6663STMH,1,FDST,ACT,,,,5150.15,5150.13,,,,,11.95,built by CDOH,5162.08,1,3143373.34035157,1708489.55492997
19048,6661STMH,1,FDST,ACT,,,,5201.71,,,,,,-45.71,,5156,1,3143514.92176132,1708492.29934704
19049,6657STMH,1,DPUB,ACT,,,,5409.17,5409.11,,,,,4.89,,5414,1,3207648.67046206,1708496.06311905
19050,6656STMH,1,DPUB,ACT,,,,,,,,,,5272,Tap Manhole,5272,1,3163683.34205431,1708496.41219972
19051,745280STMH,1,PRIV,ACT,2/8/2011 12:00:00 AM,,,5319.97,5319.97,5319.82,,,,5.4,,5325.22,1,3183612.71525323,1708497.73601596
19052,6655STMH,1,DPUB,ACT,,,,5415.53,5415.51,,,,,4.49,,5420,1,3208392.1289489,1708498.42499097
19053,1666134STMH,1,CDOT,ACT,3/27/2023 12:00:00 AM,4,5266.23,5253.36,5248.2,5248.19,,,,18.04,T-base,5268,1,3167463.22885148,1708498.60609296
19054,6654STMH,1,PRIV,ACT,5/1/1995 12:00:00 AM,,,5226.56,,,,,,4.31,,5230.87,1,3156173.83968489,1708501.46829197
19055,1686271STMH,1,DPUB,ACT,2/20/2025 12:00:00 AM,4,5207.98,5201.79,5200.86,,,,,7.12,,5210,1,3141982.02193998,1708502.34132172
19056,6652STMH,1,PRIV,ACT,,,,5329.11,5328.91,,,,,10.09,manhole,5334.95,1,3185070.5653559,1708503.66940305
19057,6648STMH,1,DPUB,ACT,2/1/1985 12:00:00 AM,,,5408.29,5408.2,,,,,5.8,,5414,1,3207491.36664282,1708506.59426597
19058,6646STMH,1,PRIV,ACT,8/30/1994 12:00:00 AM,,,5310.17,5310.17,,,,,,,5316.69,1,3182351.39822206,1708512.72548729
19059,1410746STMH,1,DPUB,ACT,6/27/2007 12:00:00 AM,,,5393.09,5393.12,,,,,6.91,,5400,1,3132148.7873414,1708512.87640563
19060,6644STMH,1,DPUB,ACT,7/28/1994 12:00:00 AM,,,5407.21,5407.01,,,,,8,,5412.07,1,3206988.40242565,1708513.95219088
19061,6638STMH,1,DPUB,ACT,,,,5313.28,,,,,,6.83,,5320.11,1,3182864.41228789,1708514.28486738
19062,1480442STMH,1,DPUB,ACT,9/1/2018 12:00:00 AM,5,5187.87,5179.2,,,,,,8.68,AsBuilt Bookmark 30 - GLO Merrick Page 216 (298 of 405) - 52 sheets,5188.51405733,1,3149113.69074748,1708514.63591655
19063,6637STMH,1,DPUB,ACT,,,,5316.11,5316.06,5316.33,,,,10.83,,5328.11,1,3183254.55586456,1708515.86360438
19064,1667814STMH,1,CDOT,ACT,5/29/2023 12:00:00 AM,7,5252.18,5244.41,5244.71,5244.2,,,,7.98,,5248.67400006,1,3173026.43819748,1708517.69102855
19065,6636STMH,1,DPUB,ACT,,,,5320.84,5320.78,,,,,5.16,,5326,1,3183610.39045472,1708517.8101228
19066,1686270STMH,1,PRIV,ACT,2/20/2025 12:00:00 AM,4,3208.84,5201.95,,,,,,6.89,,5210,1,3141945.04268323,1708519.26845321
19067,6630STMH,1,PRIV,ACT,,,,,,,,,,,,5252,1,3159671.80480181,1708524.19659297
19068,6601STMH,1,PRIV,ABND,,,,,,,,,,5251.44,,5251.44,0,3159454.17794047,1708526.92591822
19069,6623STMH,1,DPUB,ACT,,,,5410.48,5410.42,,,,,5.58,,5416,1,3207853.14971189,1708528.65688588
19070,6621STMH,1,PRIV,ACT,,,,5322.52,5325.12,5322.72,,,,,,5329.86,1,3184209.4627474,1708528.71594088
19071,563863STMH,1,PRIV,ACT,3/1/2007 12:00:00 AM,,,5334.87,5335.02,5334.77,,,,,,5339.74,1,3187505.98994698,1708534.25365947
19072,745232STMH,1,PRIV,ACT,6/27/2011 12:00:00 AM,4,,5316.49,5316.69,,,,,12.1,,5328.59,1,3183252.74057947,1708534.29499796
19073,804904STMH,1,DPUB,ACT,12/9/2011 12:00:00 AM,5,,5278.72,5278.62,5278.6,,,,4.1,,5282.7,1,3137415.63934048,1708535.10306722
19074,6613STMH,1,PRIV,ACT,,,,5324.95,5324.85,,,,,,,5329.56,1,3184498.49989899,1708535.24742389
19075,771963STMH,1,DPUB,ACT,7/4/2012 12:00:00 AM,5,,5421.5,5421.55,,,,,4.3,,5425.8,1,3215175.07470056,1708535.27006163
19076,6603STMH,1,DPUB,ACT,,,,5312.8,,,,,,7.7,,5320.5,1,3182837.72205256,1708542.53513896
19077,461922STMH,1,PRIV,ACT,12/9/2004 12:00:00 AM,,,5240.6,5244.09,,,,,4.29,,5244.89,1,3158531.12466848,1708544.1604638
19078,814960STMH,1,DPUB,ACT,11/7/2012 12:00:00 AM,6,,5294.37,5294.17,,,,,10.33,,5304.5,1,3135742.73651831,1708544.39832422
19079,814982STMH,1,DPUB,ACT,11/7/2012 12:00:00 AM,,,5297.58,5304.98,5307.07,5297.53,,,13.07,,5310.6,1,3135460.35913031,1708545.26774505
19080,814979STMH,1,DPUB,ACT,11/7/2012 12:00:00 AM,,,5294.77,5301.18,5300.54,5294.72,,,9.98,,5304.7,1,3135712.89930764,1708545.26774505
19081,6602STMH,1,DPUB,ACT,,,,5410.96,,,,,,,,5416,1,3207892.43933147,1708548.46360479
19082,814984STMH,1,DPUB,ACT,11/7/2012 12:00:00 AM,6,,5305.53,5314.23,5314.2,5305.63,,,12.65,,5318.18,1,3135056.92063273,1708550.50034614
19083,1481901STMH,1,PRIV,ACT,,,,5181.4,5180.51,,,,,7.49,,5188,1,3149167.57449798,1708550.78873138
19084,814989STMH,1,DPUB,ACT,11/7/2012 12:00:00 AM,6,,5314.19,5316.24,5313.99,,,,11.75,,5325.74,1,3134812.54907423,1708552.5187148
19085,614745STMH,1,DPUB,ACT,1/9/2007 12:00:00 AM,5,5399.02,5387.34,5387.29,5387.59,,,,7.8,Revised inverts per E 45th Apartments as-built.,5395.16,1,3203926.18414065,1708553.51051071
19086,1686216STMH,1,DPUB,ACT,2/20/2025 12:00:00 AM,6,5209.87,5205,5204.84,,,,,5.03,,5210,1,3141992.49206339,1708554.83071806
19087,745230STMH,1,PRIV,ACT,6/27/2011 12:00:00 AM,4,,5321.75,5321.55,,,,,5.89,,5327.44,1,3183233.67893781,1708557.36155288
19088,745270STMH,1,PRIV,ACT,2/8/2011 12:00:00 AM,4,,5322.22,5322.02,,,,,4.67,,5326.69,1,3183606.34649956,1708560.74376397
19089,1686217STMH,1,PRIV,ACT,2/20/2025 12:00:00 AM,6,5210.15,5204.49,5204.39,,,,,5.76,,5210,1,3141951.39831357,1708560.82020739
19090,6593STMH,1,DPUB,ACT,12/1/1933 12:00:00 AM,,,5370.73,,,,,,6.2,,5376.93,1,3133446.14957607,1708561.0895638
19091,461923STMH,1,PRIV,ACT,12/9/2004 12:00:00 AM,5,,5240.32,5240.22,,,,,5.45,,5245.67,1,3158332.42657506,1708563.11482221
19092,6587STMH,1,DPUB,ACT,,,,5414.8,5414.66,,,,,5.34,,5420,1,3208336.84723531,1708566.38384455
19093,771508STMH,1,PRIV,ACT,3/16/2009 12:00:00 AM,,,5302.07,5302.13,5302.37,,,,8.11,,5310.18,1,3181751.38990764,1708567.13449922
19094,622528STMH,1,DPUB,ACT,6/27/2007 12:00:00 AM,,,5392.7,5392.72,5392.74,,,,6.05,,5398.58,1,3132197.65108882,1708567.16927604
19095,622508STMH,1,DPUB,ACT,6/27/2007 12:00:00 AM,,,5391.85,5387.68,,,,,10.83,,5398.6,1,3132118.55118139,1708567.22078513
19096,6561STMH,1,DPUB,ACT,,,,,,,,,,5250.35,,5250.35,1,3159313.58865473,1708568.69912863
19097,771564STMH,1,PRIV,ACT,3/16/2009 12:00:00 AM,,,5302.95,5303.21,,,,,8.66,,5311.61,1,3181935.35607514,1708569.73291922
19098,6582STMH,1,DPUB,ACT,,,,5424.73,5427.17,5424.77,,,,,,5432,1,3211748.17177747,1708570.08232796
19099,6579STMH,1,DPUB,ACT,8/30/1994 12:00:00 AM,,,5253.6,5253.29,,,,,9,,5258.37,1,3138739.33649623,1708571.38908388
19100,6577STMH,1,DPUB,ACT,,,,5406.87,5406.81,,,,,5.19,,5412,1,3207312.75709189,1708572.66171913
19101,6575STMH,1,DPUB,ACT,,,,5335.16,5335.06,,,,,4.63,,5339.69,1,3187528.23235656,1708575.00718687
19102,804902STMH,1,DPUB,ACT,12/9/2011 12:00:00 AM,4,,5278.02,5277.87,5277.77,,,,4.43,,5282.2,1,3137416.60193698,1708576.04294597
19103,1686210STMH,1,DPUB,ACT,2/20/2025 12:00:00 AM,5,5210.74,5206.55,5206.59,5205.79,5205.3,,,5.44,V,5210,1,3141995.60262148,1708576.39596364
19104,6572STMH,1,DPUB,ACT,,,,5396.74,5398.84,5398.94,,,,7.26,,5404,1,3205702.03032649,1708576.90219621
19105,593349STMH,1,PRIV,ACT,8/2/2007 12:00:00 AM,,,5300.08,5300.08,5301.48,,,,11.46,Adjusted to 2008 imagery - pmh 07/22/2008,5311.54,1,3181702.46940181,1708578.14366356
19106,593348STMH,1,PRIV,ACT,8/2/2007 12:00:00 AM,,,5298.78,5298.48,5299.78,,,,12.91,Adjusted to 2008 imagery - pmh 07/22/2008,5311.39,1,3181685.67940915,1708578.47174688
19107,593352STMH,1,PRIV,ACT,5/3/2007 12:00:00 AM,,,5303.45,5304.92,,,,,9.9,,5313.35,1,3182184.35820182,1708579.26898938
19108,771511STMH,1,PRIV,ACT,3/16/2009 12:00:00 AM,,,5301.27,5300.35,,,,,9.28,,5309.63,1,3181751.39056382,1708579.31557721
19109,562277STMH,1,PRIV,ACT,4/5/2007 12:00:00 AM,5,,5265.87,5265.87,5265.46,5265.39,,,8.81,,5274.2,1,3177353.68544848,1708581.3946413
19110,593350STMH,1,PRIV,ACT,8/2/2007 12:00:00 AM,,,5301.06,5302.55,,,,,10.12,,5311.18,1,3181935.35607514,1708583.95303513
19111,745231STMH,1,PRIV,ACT,6/27/2011 12:00:00 AM,4,,5317.4,5317.2,,,,,10.45,,5327.65,1,3183181.21611623,1708584.64824371
19112,593351STMH,1,PRIV,ACT,8/2/2007 12:00:00 AM,,,5301.87,5303.09,,,,,11.32,,5313.19,1,3182155.42748539,1708586.6190403
19113,6567STMH,1,DPUB,ACT,,,,5414.4,5414.36,5414.11,,,,,,5420,1,3208315.35646464,1708588.21680613
19114,6564STMH,1,DPUB,ACT,7/28/1994 12:00:00 AM,,,5405.8,5405.7,,,,,8,,5410.63,1,3206949.12461706,1708592.71679713
19115,6550STMH,1,DPUB,ACT,,,,,,,,,,5250.58,,5250.58,1,3159420.70162947,1708595.09212047
19116,6559STMH,1,DPUB,ACT,,,,5187.31,5187.23,,,,,,,5190,1,3151939.92886139,1708601.94020388
19117,1495365STMH,1,DPUB,ACT,11/3/2019 12:00:00 AM,6,5398.63,5386.56,5388.48,5388.26,5386.49,,,13.08609032,,5399.57609032,1,3204021.49661407,1708602.39131847
19118,1495364STMH,1,DPUB,ACT,11/3/2019 12:00:00 AM,6,5398.87,5386.91,5389.4,5386.82,,,,13.53808174,,5400.35808174,1,3203926.26058406,1708602.73482172
19119,6555STMH,1,DPUB,ACT,,,,5202.96,5202.92,,,,,5.08,,5208,1,3153424.5518764,1708608.09012596
19120,1501098STMH,1,DPUB,ACT,2/13/2020 12:00:00 AM,5,5199.68,5188.93,5191.53,,,,,10.07578778,,5199.00578778,1,3152574.5749018,1708611.32962079
19121,1501111STMH,1,DPUB,ACT,2/13/2020 12:00:00 AM,5,5199.78,5191.73,5194.08,5194.18,,,,8.08608639,,5199.81608639,1,3152613.57646424,1708611.54943663
19122,613589STMH,1,DPUB,ACT,,,,5391.35,5391.19,,,,,9.98,No As-built; update from design print only.,5400,1,3205248.20938373,1708612.41951363
19123,6552STMH,1,DPUB,ACT,,,,,,,,,,,,5198.92,1,3142339.51007015,1708614.29319754
19124,719847STMH,1,PRIV,ACT,1/10/2011 12:00:00 AM,5,,5294.12,5294.17,5294.32,5296.13,,,4.53,,5298.65,1,3180663.69359224,1708615.17311704
19125,6547STMH,1,PRIV,ACT,,,,5218.97,,,,,,5.27,,5224.24,1,3155914.13351139,1708616.9674048
19126,1685337STMH,1,PRIV,ACT,2/20/2025 12:00:00 AM,6,5218.51,5208.32,5209.37,5208.17,,,,10.19,,5218,1,3141489.61019515,1708621.72362888
19127,6544STMH,1,PRIV,ACT,12/1/1936 12:00:00 AM,,,5253.77,,,,,,5283.23,,5283.23,1,3178329.84392923,1708622.92703855
19128,6543STMH,1,PRIV,ACT,,,,5428.2,5428.1,,,,,6.9,,5432,1,3209577.15709065,1708622.98740588
19129,6542STMH,1,DPUB,ACT,,,,5334.35,5334.35,,,,,5338.08,,5338.08,1,3187332.58182923,1708623.78399222
19130,1685338STMH,1,DPUB,ACT,2/20/2025 12:00:00 AM,6,5218.18,5208.75,5210.56,5208.55,,,,9.63,,5218.33353029,1,3141445.44788189,1708626.38930197
19131,719943STMH,1,PRIV,ACT,1/10/2011 12:00:00 AM,5,,5295.19,5295.32,5297.19,5296.02,,,6.1,,5301.26,1,3181165.29002997,1708628.58024247
19132,1665610STMH,1,DPUB,ACT,,,,,,,,,,0,,5255.21283311,1,3162368.96246523,1708640.45784338
19133,688502STMH,1,PRIV,ACT,9/3/2008 12:00:00 AM,4,,5189.24,,,,,,2.91,Flat Top MH,5192.15,1,3151453.44689474,1708645.92108704
19134,6521STMH,1,DPUB,ACT,,,,,,,,,,5251.11,,5251.11,1,3159579.68786006,1708655.70354781
19135,6532STMH,1,PRIV,ACT,12/1/1936 12:00:00 AM,,,5310.77,5310.77,,,,,,,5317.67,1,3182406.67731097,1708656.13235271
19136,6530STMH,1,DPUB,ACT,,,,5333.41,5333.55,,,,,,,5338,1,3187318.92503239,1708656.83018596
19137,6520STMH,1,DPUB,ACT,,,,,,,,,,5250.14,,5250.14,1,3159419.78233998,1708657.69238897
19138,613590STMH,1,DPUB,ACT,,,,5389.94,5389.73,,,,,10.2,No As-built; update from design print only.,5400,1,3205233.31571274,1708662.69992489
19139,461924STMH,1,PRIV,ACT,12/9/2004 12:00:00 AM,4,,5242.04,5241.69,,,,,4.31,,5246,1,3158197.17061198,1708663.21632805
19140,6517STMH,1,PRIV,ACT,,,,,,,,,,,,5246.23,1,3157622.62911014,1708668.88199914
19141,407261STMH,1,PRIV,ACT,2/4/2003 12:00:00 AM,,,5263.61,5263.71,5265.38,,,,,,5272.17,1,3176376.35964723,1708670.29767871
19142,6513STMH,1,DPUB,ACT,,,,5404.29,5404.09,,,,,7.6,,5409.93,1,3206958.61344323,1708675.95678814
19143,6509STMH,1,DPUB,ACT,,,,5424.47,5424.37,,,,,6.7,,5428.85,1,3210266.8574829,1708681.65526755
19144,698797STMH,1,DPUB,ACT,1/26/2010 12:00:00 AM,,,5243.6,5248.06,5227.83,5227.66,,,27.04,,5254.7,1,3161062.69243997,1708683.7192398
19145,6498STMH,1,DPUB,ACT,,,,5239.42,5243.17,,,,,12.78,,5252.2,1,3162037.40702598,1708685.73367147
19146,1685339STMH,1,DPUB,ACT,2/20/2025 12:00:00 AM,5,5218.76,5214.41,5209.71,5214.34,5209.26,,,9.5,,5219.06410376,1,3141448.81139223,1708687.04469247
19147,6492STMH,1,DPUB,ACT,8/1/1985 12:00:00 AM,,,5415.74,5415.68,,,,,4.32,,5420,1,3208392.01871289,1708692.26712297
19148,688528STMH,1,PRIV,ACT,9/3/2008 12:00:00 AM,,,5185.49,5185.3,,,,,4.99,,5190.29,1,3151897.8364259,1708694.49546497
19149,613591STMH,1,DPUB,ACT,,,,5389.45,5389.35,,,,,9.49,No As-built; update from design print only.,5400,1,3205194.82727264,1708699.22413005
19150,1479633STMH,1,DPUB,ACT,9/1/2018 12:00:00 AM,5,5187.94,5177.3,,,,,,10.64,Manhole built on top of RCB.  AsBuilt Bookmark 30 - GLO Merrick Page 216 (298 of 405) - 52 sheets,5188,1,3149295.66151215,1708699.45346031
19151,6481STMH,1,FDST,ACT,,,,5147.59,5147.57,,,,,8.43,built by CDOH,5156,1,3143668.07959148,1708700.51284139
19152,6477STMH,1,DPUB,ACT,12/1/1936 12:00:00 AM,,,5357.79,,,,,,7.29,,5365.08,1,3125565.72045507,1708702.57878213
19153,745264STMH,1,PRIV,ACT,2/8/2011 12:00:00 AM,4,,5322.61,5322.61,5322.51,,,,3.31,,5325.82,1,3183606.34649956,1708702.88389963
19154,6473STMH,1,FDST,ACT,,,,5148.24,5148.26,,,,,9.76,built by CDOH,5158,1,3143450.4517459,1708703.76152255
19155,6465STMH,1,DPUB,ACT,12/1/1936 12:00:00 AM,,,5361.1,,,,,,6.78,,5367.88,1,3125895.94551639,1708704.97608705
19156,6464STMH,1,DPUB,ACT,12/1/1936 12:00:00 AM,,,5363.89,,,,,,6.11,,5370,1,3126228.35331614,1708705.59353988
19157,1437401STMH,1,DPUB,ACT,,,,5146.02,,,,,,5.98,,5152,1,3146309.13073981,1708707.74740696
19158,1667434STMH,1,CDOT,ACT,3/27/2023 12:00:00 AM,7.2,5269.81,5242.01,5241.81,,,,,28,7.2x7.2 Special MH,5268,1,3167157.13760014,1708714.04529463
19159,1665426STMH,1,DPUB,ACT,3/27/2023 12:00:00 AM,6,5273.65,5268.66,5269.41,5268.63,5266.62,,,7.03,,5274,1,3165025.12939698,1708714.36517589
19160,688509STMH,1,PRIV,ACT,9/3/2008 12:00:00 AM,4,,5184.92,5184.75,,,,,5.25,Flat Top MH,5190,1,3151736.18583056,1708716.15782322
19161,6444STMH,1,DPUB,ACT,12/1/1936 12:00:00 AM,,,5366.49,,,,,,5.15,,5371.64,1,3126701.17914215,1708719.8884588
19162,6443STMH,1,DPUB,ACT,12/1/1936 12:00:00 AM,,,5367.14,,,,,,5.37,,5372.51,1,3126882.18238907,1708720.33432405
19163,6438STMH,1,DPUB,ACT,12/1/1936 12:00:00 AM,,,5368.41,,,,,,5.59,,5374,1,3127200.32381314,1708722.39075038
19164,6435STMH,1,DPUB,ACT,,,,5371.11,,,,,,,,5378,1,3127524.94357073,1708723.0734918
19165,6429STMH,1,DPUB,ACT,12/1/1936 12:00:00 AM,,,5373.91,,,,,,6.94,,5380.85,1,3127860.08955398,1708726.29297355
19166,6428STMH,1,DPUB,ACT,8/1/1985 12:00:00 AM,,,5334.37,5334.17,,,,,,,5338.18,1,3187353.20974073,1708726.53673947
19167,6427STMH,1,DPUB,ACT,4/1/1936 12:00:00 AM,,,5372.14,,,,,,14.4,,5386.54,1,3128522.90450132,1708727.93043746
19168,6425STMH,1,DPUB,ACT,12/1/1936 12:00:00 AM,,,5376.68,,,,,,5.32,,5382,1,3128167.23592131,1708728.99145897
19169,613643STMH,1,DPUB,ACT,,,,5391.69,5391.4,,,,,6.62,No As-built; update from design print only.,5398,1,3204968.38448407,1708731.46816005
19170,407260STMH,1,PRIV,ACT,2/4/2003 12:00:00 AM,,,5265.66,,,,,,,,5272.97,1,3176483.76264764,1708732.94847205
19171,6419STMH,1,DPUB,ACT,11/1/1984 12:00:00 AM,,,5412.63,5412.56,,,,,5.44,,5418,1,3208135.53759857,1708733.58101672
19172,1665608STMH,1,DPUB,ACT,,,,,,,,,,0,,5252.07232842,1,3162356.33224115,1708733.71946788
19173,6418STMH,1,DPUB,ACT,7/1/1973 12:00:00 AM,,,5331.76,5331.76,,,,,4.77,,5336.53,1,3187118.45463282,1708733.98849621
19174,1479631STMH,1,DPUB,ACT,9/1/2018 12:00:00 AM,5,5187.94,5183.99,5177.2,,,,,10.74,Manhole built on top of RCB.  AsBuilt Bookmark 30 - GLO Merrick Page 216 (298 of 405) - 52 sheets,5188,1,3149329.07155031,1708734.01080588
19175,482206STMH,1,DPUB,ACT,6/1/2005 12:00:00 AM,4,,5419.14,5418.55,5418.63,,,,,,5424,1,3214339.74566256,1708734.11349596
19176,6414STMH,1,DPUB,ACT,8/1/1985 12:00:00 AM,,,5416.32,5416.24,,,,,3.76,,5420,1,3208455.16163123,1708734.86611913
19177,6412STMH,1,DPUB,ACT,12/30/1993 12:00:00 AM,,,5210.95,5210.38,,,,,21,,5228.38,1,3141047.09303556,1708735.50292888
19178,562278STMH,1,PRIV,ACT,4/5/2007 12:00:00 AM,4,,5266.7,5266.6,,,,,,,5275.04,1,3177363.51744981,1708735.69190489
19179,407259STMH,1,PRIV,ACT,2/4/2003 12:00:00 AM,,,5264.51,,,,,,,,5272,1,3176235.91307773,1708737.03737463
19180,6408STMH,1,DPUB,ACT,11/1/1984 12:00:00 AM,,,5422.46,5422.49,,,,,4.35,,5426.81,1,3210941.46604182,1708737.0557473
19181,407258STMH,1,PRIV,ACT,2/4/2003 12:00:00 AM,,,5263.94,5264.14,5264.04,,,,,,5272.31,1,3176377.16738839,1708738.70305371
19182,1665558STMH,1,DPUB,ACT,,,,,,,,,,0,,5272,1,3163687.76035257,1708739.27030981
19183,6397STMH,1,PRIV,ACT,,,,,,,,,,,,5246,1,3159141.78125556,1708742.48093329
19184,6395STMH,1,DPUB,ACT,,,,5381.38,,,,,,,,5385.7,1,3129494.24048515,1708742.9573103
19185,1495370STMH,1,DPUB,ACT,11/3/2019 12:00:00 AM,6,5395.71,5385.87,5385.76,,,,,12.74242924,,5398.50242924,1,3203926.47875948,1708743.34477672
19186,1686306STMH,1,DPUB,ACT,,,,,,,,,,0,,5186,1,3143006.60945773,1708745.08558688
19187,1495366STMH,1,DPUB,ACT,11/3/2019 12:00:00 AM,6,5396.01,5386.13,5387.54,5386.06,,,,10.69794079,,5396.75794079,1,3204021.97495957,1708745.26898547
19188,745241STMH,1,PRIV,ACT,6/27/2011 12:00:00 AM,4,,5318.5,5318.3,,,,,7.9,,5326.2,1,3183169.46679589,1708746.37889138
19189,813040STMH,1,DPUB,ACT,,,,5145.78,5145.91,,,,,5,,5150.78,1,3146305.09006548,1708746.90448089
19190,622518STMH,1,DPUB,ACT,6/27/2007 12:00:00 AM,,,5386.28,5382.98,,,,,11.84,,5394.84,1,3132118.55118139,1708747.22075322
19191,6383STMH,1,DPUB,ACT,12/1/1936 12:00:00 AM,,,5358.99,,,,,,11.01,,5370,1,3126549.31756923,1708749.40316355
19192,6382STMH,1,DPUB,ACT,,,,5397.85,5397.45,,,,,4.55,,5402,1,3205706.91155031,1708749.72074822
19193,6347STMH,1,DPUB,ACT,,,5260.99,5241.99,5241.91,,,,,19.08,Exising 8'x4.5' box base MH; extended,5251.83,1,3167738.86412698,1708749.8726508
19194,1666177STMH,1,DPUB,ACT,3/27/2023 12:00:00 AM,6,5271.61,5254.49,5254.29,,,,,17.32,SLAB BASE,5271.29009922,1,3166786.30992973,1708751.79161021
19195,1667691STMH,1,DPUB,ACT,3/27/2023 12:00:00 AM,4,5262.8,5259,5258.8,,,,,4,"Existing storm drain to be verified; Unsure if this exists, not in AB plan",5262.5706698,1,3162930.47052856,1708754.00781313
19196,1666343STMH,1,CDOT,ACT,3/27/2023 12:00:00 AM,7.2,5268.41,5259.48,5243,,,,,25.41,7.2x7.2 special MH,5272,1,3166832.39776406,1708754.67021339
19197,6367STMH,1,DPUB,ACT,,,,5338.89,5338.63,5338.52,,,,5.48,,5344,1,3190021.8192329,1708754.7250033
19198,6361STMH,1,DPUB,ACT,8/1/1985 12:00:00 AM,,,5416.87,,,,,,3.53,,5420.4,1,3208540.97182706,1708755.94645755
19199,6358STMH,1,DPUB,ACT,,,,5419.5,5419.3,5419.1,5419.1,,,,,5425.13,1,3214290.27627331,1708757.36213714
19200,6357STMH,1,PRIV,ACT,,,,5323.78,,,,,,,,5328.61,1,3184606.00001206,1708757.87821221
19201,6354STMH,1,DPUB,ACT,2/1/1985 12:00:00 AM,,,5403.16,5403.08,,,,,4.92,,5408,1,3207056.40885131,1708758.3352323
19202,1666342STMH,1,CDOT,ACT,3/27/2023 12:00:00 AM,5,5271.82,5259.98,5259.78,,,,,12.04,,5271.23879356,1,3166795.15833724,1708758.83687171
19203,1667562STMH,1,DPUB,ACT,,,5271.78,5254.43,5254.32,,,,,17.46,Special MH,5271.27275057,1,3166749.96092106,1708758.95498171
19204,6352STMH,1,DPUB,ACT,12/30/1993 12:00:00 AM,,,,,,,,,7.8,,5228.27,1,3141047.34598781,1708759.47925888
19205,6339STMH,1,DPUB,ACT,5/1/1977 12:00:00 AM,,,5192.27,,,,,,3.96,,5196.23,1,3142611.09942198,1708764.16527313
19206,1665587STMH,1,CDOT,ACT,3/27/2023 12:00:00 AM,4,5264.4,5253.2,5258.09,5253.1,,,,11.3,,5264.21721771,1,3163013.99267122,1708764.53567922
19207,6334STMH,1,DPUB,ACT,12/1/1936 12:00:00 AM,,,5373.91,,,,,,10.09,,5384,1,3129169.40681723,1708766.02058437
19208,1667561STMH,1,DPUB,ACT,,4,5270.61,5254.68,5254.68,,,,,15.93,,5272,1,3166706.99217498,1708770.23973605
19209,1665615STMH,1,DPUB,ACT,,6,5252.05,5236.46,5243.4,5236.29,,,,15.76,,5252,1,3162361.06320281,1708770.42739971
19210,6323STMH,1,DPUB,ACT,12/30/1993 12:00:00 AM,,,5227,5213.5,5212.67,,,,23.2,,5232.67,1,3140760.89839798,1708771.03566621
19211,6318STMH,1,DPUB,ACT,12/30/1993 12:00:00 AM,,,5211.84,5211.3,,,,,14.4,,5229.48,1,3141008.07146007,1708772.32897072
19212,1665562STMH,1,DPUB,ACT,3/27/2023 12:00:00 AM,7.2,5270.51,5258.28,5261.02,5258.28,,,,12.23,SPECIAL,5272,1,3163665.17804864,1708773.16164622
19213,6315STMH,1,DPUB,ACT,6/6/2001 12:00:00 AM,,,5421.34,,,,,,,,5426,1,3214058.32299706,1708773.16984829
19214,1665600STMH,1,CDOT,ACT,3/27/2023 12:00:00 AM,6,5252.64,5237.99,5247.11,5247.44,5237.79,,,14.85,,5252.99598078,1,3162420.02568331,1708775.06092063
19215,1665563STMH,1,DPUB,ACT,3/27/2023 12:00:00 AM,7.2,5270.92,5258.58,5258.4,,,,,12.52,SPECIAL,5272,1,3163718.82361065,1708776.11308388
19216,461921STMH,1,PRIV,ACT,,,,5240.21,5240.31,5240.31,5240.16,5240.16,5240.06,,,5245.02,1,3158657.6004654,1708777.4080288
19217,6304STMH,1,DPUB,ACT,12/1/1933 12:00:00 AM,,,5371.7,,,,,,6.3,,5378,1,3133445.68665048,1708777.55861905
19218,6301STMH,1,DPUB,ACT,,,,5402.47,5402.37,5403.34,,,,5.3,,5407.67,1,3207027.67334448,1708779.48873329
19219,1686310STMH,1,DPUB,ACT,2/20/2025 12:00:00 AM,5,5186.56,5182.03,5182.04,5181.92,,,,4.64,,5186.8490611,1,3142966.0078329,1708780.45264213
