OBJECTID,FACILITYID,SUBTYPE,UNITKIND,OWNER,LIFECYCLESTATUS,INSTALLDATE,LENGTH,MULTIINLETCOUNT,RIM_ELEV,INVERT1,INVERT2,GROUNDELEVATION,ENABLED,x,y
241,1417057STIL,3,NO14,PRIV,ACT,2/27/2017 12:00:00 AM,,,5667.51,5662.46,5662.81,,1,3167514.5984994,1652963.15089113
242,621860STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5668.77,,,1,3168334.79895873,1652977.85985121
243,621943STIL,98,UNKN,NDPUB,ACT,,,1,,5668.73,,,1,3168143.32526031,1652978.48681846
244,887207STIL,99,OTHR,PRIV,ACT,3/10/2015 12:00:00 AM,,1,5653.52,5650.97,,,1,3166900.86317831,1652978.99370721
245,621925STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5667.46,5668.52,,1,3168164.30487715,1652979.41496621
246,1418740STIL,3,NO16,PRIV,ACT,8/23/2013 12:00:00 AM,,2,5649.2,5645.7,,,1,3169914.82270156,1652979.77487363
247,46967STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3165732.31564665,1652980.59114496
248,1443802STIL,1,OTHR,PRIV,ACT,8/23/2013 12:00:00 AM,,1,5651.8,5648.8,,,1,3170258.09137198,1652988.3759063
249,1418635STIL,1,OTHR,PRIV,ACT,8/23/2013 12:00:00 AM,,1,5651.45,5648.45,,,1,3170332.10434732,1652988.86376621
250,622016STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5659.1,5659,,1,3168528.63092014,1652989.12262397
251,1417060STIL,3,NO14,PRIV,ACT,2/27/2017 12:00:00 AM,,,5668.23,5663.18,5663.08,,1,3167518.01483114,1652993.96218121
252,46962STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3166559.49246998,1652995.28238855
253,622015STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5659.17,5659.18,,1,3168543.81264831,1653000.43985856
254,1417063STIL,1,C,PRIV,ACT,2/27/2017 12:00:00 AM,,,5668.79,5663.79,,,1,3167519.98005031,1653001.30370197
255,593723STIL,98,UNKN,PRIV,ACT,1/16/2007 12:00:00 AM,,1,,5670.68,,,1,3168660.67593165,1653003.73545563
256,46961STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3165731.97542423,1653006.58485939
257,46960STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3169770.43650739,1653019.15077913
258,622014STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5659.4,5659.39,,1,3168578.04059823,1653025.83482088
259,593744STIL,1,OTHR,PRIV,ACT,1/16/2007 12:00:00 AM,,1,,,,,1,3168852.13749097,1653027.46112996
260,622013STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5659.42,,,1,3168583.83750264,1653029.69931446
261,887208STIL,99,OTHR,PRIV,ACT,3/10/2015 12:00:00 AM,,1,5653.13,,,,1,3166892.58694814,1653029.97654489
262,593743STIL,98,UNKN,PRIV,ACT,1/16/2007 12:00:00 AM,,1,,,,,1,3168824.55683748,1653031.62024239
263,621869STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5659.8,,,1,3168199.41373082,1653033.77837455
264,621870STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5659.4,5659.4,,1,3168206.01148665,1653035.15271564
265,46959STIL,98,UNKN,PRIV,ACT,,,1,,5641.85,,5648.1,1,3169927.39321448,1653052.18352146
266,621871STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5659,5659,,1,3168269.1009274,1653053.15891321
267,622012STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5668.9,,,1,3168468.73176172,1653065.58375713
268,46958STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3165731.91144797,1653065.5903188
269,593558STIL,2,NO14,PRIV,ACT,1/16/2007 12:00:00 AM,,2,,5653.98,,,1,3169104.40699956,1653073.58177263
270,46954STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3165731.33402131,1653091.65883622
271,887209STIL,3,NO13,PRIV,ACT,3/10/2015 12:00:00 AM,,1,5651.07,5648.12,5646.11,,1,3166827.38333839,1653101.86682105
272,1505661STIL,3,NO16,PRIV,ACT,5/31/2018 12:00:00 AM,6,1,5637.52,5630.77,,5637.52,1,3166359.88000831,1653114.79986605
273,46953STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3169506.37765232,1653120.39434305
274,1443831STIL,1,OTHR,PRIV,ACT,8/23/2013 12:00:00 AM,,1,5644.8,5643.3,,,1,3170152.18607198,1653125.1118533
275,621859STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5667.3,5667.2,,1,3168264.52842999,1653131.93959555
276,1686057STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170060.65311857,1653134.06491938
277,1686043STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170104.84266272,1653139.1472583
278,46950STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3114276.68824315,1653140.50519522
279,1443832STIL,1,OTHR,PRIV,ACT,8/23/2013 12:00:00 AM,,1,5644.8,5643,,,1,3170171.73426123,1653143.73615988
280,1686045STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170145.63982522,1653146.37821497
281,593557STIL,2,NO14,PRIV,ACT,1/16/2007 12:00:00 AM,,2,,5655.15,,,1,3169106.97293931,1653170.52252363
282,1443834STIL,1,OTHR,PRIV,ACT,8/23/2013 12:00:00 AM,,1,5644.8,5642.57,,,1,3170200.69680172,1653171.32993671
283,635474STIL,2,NO14,DPUB,ACT,2/1/2008 12:00:00 AM,9,3,5642.37,5637.11,5637,,1,3166592.72370273,1653178.28267871
284,1503241STIL,3,NO16,PRIV,ACT,6/13/2018 12:00:00 AM,6,3,5626.5,5622.7,5620.81,5626.5,1,3166178.69795598,1653180.46344863
285,621344STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5668.49,,,1,3168413.82898439,1653185.68620722
286,1686047STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170144.7487509,1653185.76658763
287,46945STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3165731.9642694,1653193.03232113
288,1686051STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170180.73161857,1653195.94176413
289,1443825STIL,1,OTHR,PRIV,ACT,8/23/2013 12:00:00 AM,,1,5644.8,5642.22,,,1,3170228.20658922,1653197.54018614
290,1418677STIL,3,NO16,PRIV,ACT,8/23/2013 12:00:00 AM,,1,5641.35,5638.35,,,1,3170444.04080322,1653200.71800131
291,653698STIL,2,NO14,DPUB,ACT,6/10/2009 12:00:00 AM,6,2,,5657.34,,,1,3167105.70102322,1653201.26360388
292,1503242STIL,3,NO16,PRIV,ACT,6/13/2018 12:00:00 AM,6,3,5626.44,5620.94,5621.29,,1,3166182.34361798,1653205.98439497
293,1686059STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170060.38507448,1653211.3400273
294,593624STIL,2,NO14,PRIV,ACT,1/16/2007 12:00:00 AM,,2,,5654.05,5654.35,,1,3168861.02362806,1653211.4837278
295,1418668STIL,3,NO16,DPUB,ACT,8/23/2013 12:00:00 AM,,1,5639.9,5634.89,5634.69,,1,3170470.25597389,1653213.55491789
296,593634STIL,98,UNKN,PRIV,ACT,1/16/2007 12:00:00 AM,,1,,5658.64,,,1,3168742.45201482,1653215.30589864
297,1399095STIL,99,OTHR,PRIV,ACT,7/14/2016 12:00:00 AM,,1,5672.88,5667.74,,,1,3167379.34614523,1653219.38299021
298,1399097STIL,99,OTHR,PRIV,ACT,7/14/2016 12:00:00 AM,,1,5672.46,5668.39,,,1,3167431.34636931,1653219.38299021
299,635473STIL,2,NO14,DPUB,ACT,2/1/2008 12:00:00 AM,9,3,5642.5,5637.76,5637.06,,1,3166592.74699664,1653221.96828689
300,1503243STIL,3,NO16,PRIV,ACT,6/13/2018 12:00:00 AM,6,3,5640.15,5635.45,5635.25,5640.15,1,3166377.13555123,1653222.26028104
301,1443822STIL,1,OTHR,PRIV,ACT,8/23/2013 12:00:00 AM,,1,5643.6,5640.9,,,1,3170261.02082807,1653229.97450447
302,46941STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3170263.64647898,1653230.89051314
303,1443820STIL,1,OTHR,PRIV,ACT,8/23/2013 12:00:00 AM,,1,5643.2,5639.96,,,1,3170298.9039544,1653231.35114214
304,46939STIL,3,NO13,DPUB,ACT,,,1,,,,,1,3170566.84305106,1653234.01649113
305,46937STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3169822.42393623,1653245.49907972
306,1686060STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170060.26007473,1653247.33240938
307,653697STIL,2,NO14,DPUB,ACT,6/10/2009 12:00:00 AM,6,2,,5657.57,,,1,3167107.26040331,1653250.28450322
308,1686055STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170215.68463264,1653250.33076297
309,1686000STIL,1,NO16,PRIV,ACT,6/27/2017 12:00:00 AM,,1,5639.65,5636.92,5636.85,,1,3170422.78953339,1653263.19228581
310,46933STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3165739.82613032,1653273.27231812
311,593556STIL,2,NO14,DPUB,ACT,1/16/2007 12:00:00 AM,,2,,5647.64,5649.88,,1,3169118.08807456,1653274.69062239
312,46932STIL,98,UNKN,PRIV,ACT,,,2,,,,,1,3169801.3557369,1653280.4186293
313,1686061STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170060.13901198,1653282.21751021
314,653706STIL,2,NO14,DPUB,ACT,6/10/2009 12:00:00 AM,6,2,,5655.53,,,1,3167027.2353009,1653284.65845022
315,653707STIL,2,NO14,DPUB,ACT,6/10/2009 12:00:00 AM,6,2,5660.05,5655.12,5655.12,,1,3167072.4911159,1653285.53377655
316,621861STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5665.74,5665.84,,1,3168194.90225689,1653287.30870739
317,593683STIL,98,UNKN,PRIV,ACT,1/16/2007 12:00:00 AM,,1,,5665.1,,,1,3168434.2679199,1653289.86382039
318,1631256STIL,1,NO16,PRIV,ACT,9/11/2023 12:00:00 AM,,1,5671.53,5665.18,,,1,3167312.52639697,1653318.52616464
319,46924STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3168715.61086115,1653320.53403462
320,1503244STIL,2,NO14,PRIV,ACT,6/13/2018 12:00:00 AM,6,1,5641.67,5636.82,,5641.67,1,3166365.76385482,1653340.59797089
321,593641STIL,1,OTHR,PRIV,ACT,1/16/2007 12:00:00 AM,,1,,,,,1,3168598.00053206,1653345.2944838
322,1686039STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170363.79260415,1653349.12256013
323,1686036STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170352.63744272,1653349.14060472
324,1686031STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170335.01477456,1653349.16914797
325,1686029STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170316.58305289,1653353.85778688
326,46921STIL,98,UNKN,PRIV,ACT,3/29/1995 12:00:00 AM,,1,,,,,1,3167602.03762898,1653354.66552804
327,1686025STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170289.58212264,1653355.31283647
328,1686027STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170306.39704965,1653355.31283647
329,46919STIL,98,UNKN,PRIV,ACT,3/29/1995 12:00:00 AM,,1,,,,,1,3167722.60169232,1653355.85679863
330,1686034STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170350.87432289,1653357.90042971
331,1686023STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170273.09068581,1653359.03166105
332,46918STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3169692.87859164,1653363.1113773
333,46917STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3169089.90407582,1653366.07659447
334,46911STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3165574.47016181,1653395.27010563
335,46910STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3169181.58827564,1653395.82522263
336,621343STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5666.62,5666.52,,1,3168318.86624782,1653397.17036431
337,1686011STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170275.33083881,1653401.44102505
338,46909STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3165548.87933373,1653401.54437129
339,1686021STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170360.43204656,1653405.36555788
340,1686013STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170291.3390089,1653406.50171046
341,1686015STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170307.0338594,1653406.54468939
342,1686017STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170319.12077747,1653407.63753496
343,1686019STIL,1,OTHR,PRIV,ACT,6/27/2017 12:00:00 AM,,1,,,,,1,3170354.13219039,1653410.32289705
344,1501073STIL,3,NO16,PRIV,ACT,10/15/2018 12:00:00 AM,6,1,5648.83,5647.19,,5648.83,1,3169318.22710998,1653413.0266318
345,46908STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3165775.97435197,1653424.04137355
346,621858STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5664.34,5664.24,,1,3168123.98704439,1653440.74376796
347,46903STIL,3,UNKN,DPUB,ACT,,,1,,5615.6,,,1,3165782.96055847,1653446.66468789
348,46902STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3114496.90302581,1653447.37039514
349,46901STIL,98,UNKN,DPUB,ACT,,,2,,5570.63,,,1,3116612.09334923,1653461.0678743
350,46899STIL,98,UNKN,PRIV,ACT,,,1,,5618.02,,,1,3165824.22261506,1653468.96287163
351,621519STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5664.95,,,1,3168329.56799807,1653493.83454105
352,1685987STIL,1,NO16,PRIV,ACT,6/27/2017 12:00:00 AM,,1,5636.64,5631.56,,,1,3170061.96709231,1653506.82729721
353,1686002STIL,1,NO16,PRIV,ACT,6/27/2017 12:00:00 AM,,1,5632.37,5629.13,,,1,3170446.78193948,1653507.11207356
354,1503246STIL,2,NO14,PRIV,ACT,6/13/2018 12:00:00 AM,6,1,5641.22,5635.22,,5641.22,1,3166304.25282298,1653507.58418547
355,1503245STIL,1,C,PRIV,ACT,6/13/2018 12:00:00 AM,2,1,5636.95,5629.69,5629.6,5636.56,1,3166177.09198806,1653512.62518588
356,46893STIL,98,UNKN,PRIV,ACT,,,1,,5629,,,1,3169997.17293057,1653514.39093038
357,46891STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3116326.15461664,1653526.82003938
358,46890STIL,98,UNKN,PRIV,ACT,,,1,,5622.51,,,1,3165872.47612748,1653529.63236971
359,621706STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5662.26,,,1,3168009.24252322,1653534.12809563
360,621707STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5662.2,5662.2,,1,3168013.7372649,1653536.06903663
361,46885STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3116368.00295815,1653537.27539904
362,1611905STIL,1,NO16,PRIV,ACT,,6,2,5618.58,5613.18,5613.25,,1,3165296.30241106,1653549.63823521
363,621832STIL,98,UNKN,FDST,ACT,,,1,,5666.65,,,1,3167913.74894781,1653559.28257288
364,621342STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5665.18,5665.08,,1,3168244.43627857,1653560.40330555
365,46871STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3114300.85551764,1653584.79006779
366,46870STIL,98,UNKN,PRIV,ACT,3/29/1995 12:00:00 AM,,1,,,,,1,3167618.38733381,1653588.79662147
367,46868STIL,98,UNKN,PRIV,ACT,3/29/1995 12:00:00 AM,,1,,,,,1,3167712.0449549,1653589.38126597
368,1636602STIL,2,NO14,PRIV,ACT,5/6/2022 12:00:00 AM,6,2,5626.11,5621.4,,,1,3113301.22169015,1653591.26085538
369,896140STIL,3,NO16,DPUB,ACT,,,1,,,,,1,3165832.97653456,1653614.48817113
370,1636630STIL,1,OTHR,PRIV,ACT,5/6/2022 12:00:00 AM,,1,5627.13,5624.94,,,1,3112906.03908156,1653618.04623488
371,1636631STIL,1,OTHR,PRIV,ACT,5/6/2022 12:00:00 AM,,1,5627.68,5624.81,,,1,3112915.36485031,1653627.59411605
372,621857STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5661.97,5661.97,,1,3168030.50790064,1653628.99175104
373,46860STIL,3,UNKN,DPUB,ACT,,,1,,5622.95,,,1,3112699.24782848,1653629.7998203
374,635479STIL,2,NO14,DPUB,ACT,2/1/2008 12:00:00 AM,12,4,5650.29,5646.92,,,1,3166588.67252973,1653634.34803955
375,46858STIL,3,NO16,DPUB,ACT,,,1,,5625.8,5623,,1,3165839.5683849,1653636.33819304
376,1636635STIL,1,OTHR,PRIV,ACT,5/6/2022 12:00:00 AM,,1,5627.89,5624.73,,,1,3112915.27528356,1653652.90574521
377,46856STIL,98,UNKN,PRIV,ACT,4/23/1997 12:00:00 AM,,1,,,,,1,3171486.91798256,1653656.88998921
378,46855STIL,98,UNKN,PRIV,ACT,3/29/1995 12:00:00 AM,,1,,,,,1,3167520.28451164,1653660.59208155
379,46854STIL,98,UNKN,DPUB,ACT,6/11/1981 12:00:00 AM,,1,,5621.57,,,1,3112725.56536114,1653663.35651171
380,46852STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3112500.52676924,1653674.84927088
381,621520STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5663.12,5663.12,,1,3168247.08095831,1653675.38503097
382,635478STIL,2,NO14,DPUB,ACT,2/1/2008 12:00:00 AM,12,4,5650.31,5646.83,,,1,3166588.8188549,1653677.34729739
383,46851STIL,98,UNKN,PRIV,ACT,7/23/2001 12:00:00 AM,,1,,5623.2,,,1,3165512.77310672,1653681.31021596
384,46850STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3112326.42737989,1653681.70129129
385,46848STIL,98,UNKN,PRIV,ACT,4/23/1997 12:00:00 AM,,1,,,,,1,3171473.13356131,1653688.14484796
386,621830STIL,98,UNKN,DPUB,ACT,,,1,,5664.02,5663.2,,1,3167836.51780306,1653688.92076504
387,621704STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5659.48,5659.48,,1,3167941.65834081,1653695.64680147
388,46844STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3165291.13936365,1653708.26390222
389,46837STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3112506.30694139,1653717.40102305
390,46836STIL,98,UNKN,PRIV,ACT,,,1,,5625.44,,,1,3165714.00728431,1653724.06439555
391,46834STIL,98,UNKN,PRIV,ACT,8/1/1991 12:00:00 AM,,1,,5579.13,,,1,3115425.73942272,1653735.85308588
392,1677458STIL,3,NO16,PRIV,ACT,5/12/1995 12:00:00 AM,3,1,,,,,1,3117767.04674798,1653747.78810138
393,46832STIL,98,UNKN,PRIV,ACT,4/23/1997 12:00:00 AM,,1,,,,,1,3171614.60276656,1653748.43442555
394,46829STIL,98,UNKN,PRIV,ACT,3/29/1995 12:00:00 AM,,1,,,,,1,3167767.24661614,1653751.56958988
395,1403641STIL,2,NO14,PRIV,ACT,1/16/2014 12:00:00 AM,6,2,5663.24,5659.64,,,1,3167411.63446648,1653776.86284639
396,896147STIL,3,NO16,PRIV,ACT,,,1,5636.4,5631.67,,,1,3165911.81331915,1653791.1282378
397,46822STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3168922.04220681,1653791.99175313
398,621341STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5661.93,5661.83,,1,3168136.64089048,1653797.0396433
399,1403640STIL,2,NO14,PRIV,ACT,1/16/2014 12:00:00 AM,6,2,5663.28,5659.63,,,1,3167450.59698698,1653798.97533497
400,46821STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3111950.72078224,1653803.96810713
401,621856STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5658.58,5658.48,,1,3167940.25184757,1653818.52910163
402,46813STIL,98,UNKN,PRIV,ACT,4/23/1997 12:00:00 AM,,1,,,,,1,3171360.0455329,1653837.82237013
403,46808STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3111965.11609465,1653843.62025879
404,621703STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5656.76,5656.76,,1,3167869.41734356,1653854.57758597
405,621794STIL,3,NO16,FDST,ACT,,,2,,5657.41,5656.93,5662.48,1,3167786.86895223,1653859.93289022
406,46803STIL,98,UNKN,PRIV,ACT,,,1,,5616.3,,,1,3165294.50779523,1653862.12448688
407,1629754STIL,1,OTHR,PRIV,ACT,10/14/2022 12:00:00 AM,,1,,5658.48,,,1,3167471.74786331,1653875.02734822
408,621521STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5659.83,5659.83,,1,3168158.77240789,1653876.7678303
409,46797STIL,98,UNKN,FDST,ACT,,,1,,,,,1,3173225.44173647,1653880.51454197
410,1629751STIL,1,OTHR,PRIV,ACT,10/14/2022 12:00:00 AM,,1,,5658.16,,,1,3167500.50502364,1653889.13230689
411,1629749STIL,1,OTHR,PRIV,ACT,10/14/2022 12:00:00 AM,,1,,5657.84,,,1,3167529.68442723,1653903.44428614
412,1629748STIL,1,OTHR,PRIV,ACT,10/14/2022 12:00:00 AM,,1,,5657.84,,,1,3167553.56626923,1653915.15817347
413,46792STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3168931.25609915,1653916.57779005
414,46791STIL,98,UNKN,PRIV,ACT,6/15/1995 12:00:00 AM,,1,,,,,1,3170945.71401247,1653921.14799088
415,46790STIL,3,UNKN,DPUB,ACT,,,2,,,,,1,3166025.67628039,1653921.35993272
416,46789STIL,98,UNKN,PRIV,ACT,6/15/1995 12:00:00 AM,,1,,,,,1,3171036.91461748,1653922.44523238
417,46787STIL,98,UNKN,FDST,ACT,,,1,,,,,1,3173224.2977099,1653928.15978788
418,1629747STIL,1,OTHR,PRIV,ACT,10/14/2022 12:00:00 AM,,1,,5657.18,,,1,3167587.50386539,1653931.80413754
419,46785STIL,98,UNKN,DPUB,ACT,,,3,,,,,1,3171565.2636264,1653933.25459397
420,635480STIL,2,NO14,DPUB,ACT,2/1/2008 12:00:00 AM,12,4,5652.9,5648.48,,,1,3166540.16639315,1653934.13254496
421,46783STIL,98,UNKN,PRIV,ACT,6/15/1995 12:00:00 AM,,1,,,,,1,3171227.5143019,1653940.13712613
422,1403627STIL,2,NO14,PRIV,ACT,1/16/2014 12:00:00 AM,6,2,5660.53,5656.08,,,1,3167604.70199373,1653943.56461272
423,1629743STIL,1,OTHR,PRIV,ACT,10/14/2022 12:00:00 AM,,1,,5656.84,,,1,3167617.5805769,1653946.55640464
424,46775STIL,98,UNKN,PRIV,ACT,8/1/1991 12:00:00 AM,,1,,5580.76,,,1,3115133.35385264,1653958.70401813
425,1629741STIL,1,OTHR,PRIV,ACT,10/14/2022 12:00:00 AM,,1,,5656.56,,,1,3167647.7025639,1653961.33098139
426,1403628STIL,2,NO14,PRIV,ACT,1/16/2014 12:00:00 AM,6,2,5660.58,5656.13,,,1,3167579.21483998,1653990.71740554
427,46770STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3111514.49330823,1653992.74397629
428,1677452STIL,3,NO16,PRIV,ACT,5/12/1995 12:00:00 AM,3,1,,,,,1,3117771.38794665,1653995.44935146
429,621855STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5655.23,5655.13,,1,3167857.73232757,1654000.97493097
430,46767STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3116067.21615815,1654004.4053703
431,621702STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5654.03,5654.03,,1,3167796.59793539,1654014.08612521
432,46760STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3165929.31984581,1654014.30167596
433,621340STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5657.93,5657.83,,1,3168038.08531331,1654015.32496788
434,48361STIL,98,UNKN,PRIV,ACT,6/18/2003 12:00:00 AM,,1,,5593.83,,,1,3114328.7796744,1654017.55330989
435,46764STIL,3,UNKN,DPUB,ACT,,,2,,,,,1,3166038.77008623,1654019.67666522
436,670700STIL,1,OTHR,PRIV,ACT,12/8/2008 12:00:00 AM,,1,5638.2,5630.76,5630.76,,1,3166020.48600206,1654041.7202563
437,1403649STIL,2,NO14,PRIV,ACT,1/16/2014 12:00:00 AM,6,2,5660.95,5653.15,,,1,3167633.35449548,1654042.03554438
438,46757STIL,3,UNKN,DPUB,ACT,,,2,,,,,1,3166617.22004481,1654043.37674905
439,46756STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3114969.68521672,1654045.96270189
440,621522STIL,98,UNKN,FDST,ACT,2/12/2007 12:00:00 AM,,1,,5656.51,5656.51,,1,3168087.73121139,1654052.8914938
441,670751STIL,1,NO13,PRIV,ACT,12/8/2008 12:00:00 AM,,1,5643.5,5633.94,5640.2,,1,3166199.37606423,1654055.7025118
442,1403648STIL,2,NO14,PRIV,ACT,1/16/2014 12:00:00 AM,6,2,5660.77,5653.82,5653.92,,1,3167668.62148531,1654063.90984446
443,46755STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3165821.93357764,1654067.20019221
444,670695STIL,1,C,PRIV,ACT,12/8/2008 12:00:00 AM,,1,5637.6,5632.4,5634.45,,1,3165961.11243315,1654075.26185589
445,46752STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3165820.81120457,1654089.79168247
446,46751STIL,3,UNKN,PRIV,ACT,,,2,,,,,1,3114969.4906633,1654091.24312313
447,670753STIL,3,NO16,PRIV,ACT,12/8/2008 12:00:00 AM,,3,5651.1,5637,5636.1,,1,3166408.15878314,1654105.18141547
448,671019STIL,1,OTHR,PRIV,ACT,12/8/2008 12:00:00 AM,,1,5651.4,5647.37,,,1,3166340.63890506,1654108.57904646
449,671020STIL,1,OTHR,PRIV,ACT,12/8/2008 12:00:00 AM,,1,5654,5649.72,,,1,3166280.6560854,1654108.62005688
450,671018STIL,1,OTHR,PRIV,ACT,12/8/2008 12:00:00 AM,,1,5651.4,5647.48,,,1,3166351.54767589,1654109.9937418
451,671017STIL,1,OTHR,PRIV,ACT,12/8/2008 12:00:00 AM,,1,5650.4,5647.64,,,1,3166367.54731581,1654110.0665763
452,671021STIL,1,OTHR,PRIV,ACT,12/8/2008 12:00:00 AM,,1,5653.9,5649.82,,,1,3166271.99074839,1654113.61118864
453,671016STIL,1,OTHR,PRIV,ACT,12/8/2008 12:00:00 AM,,1,5650.4,5647.73,,,1,3166367.66641006,1654119.06590213
