OBJECTID,FACILITYID,SUBTYPE,UNITKIND,OWNER,LIFECYCLESTATUS,INSTALLDATE,LENGTH,MULTIINLETCOUNT,RIM_ELEV,INVERT1,INVERT2,GROUNDELEVATION,ENABLED,x,y
28088,9472STIL,3,NO16,DPUB,ACT,,,1,,,,,1,3147851.40652664,1705816.91591831
28089,9471STIL,98,UNKN,PRIV,ACT,,,1,,5197.96,,,1,3150999.54557157,1705817.25154755
28090,1401561STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,10,4,5280.32,5275.72,,,1,3170739.51199706,1705824.1639353
28091,9467STIL,98,UNKN,FDST,ACT,,,1,,,,,1,3142702.39845198,1705824.20855463
28092,1458013STIL,3,NO16,DPUB,ACT,3/25/2019 12:00:00 AM,5,1,,5181.53,,5184.73,1,3146472.39944215,1705824.82830405
28093,9465STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3125558.65682089,1705826.2958208
28094,1687097STIL,1,C,PRIV,ACT,4/18/2025 12:00:00 AM,,1,5279.86,5276.06,,,1,3162880.22555031,1705826.31747431
28095,1666821STIL,2,NO14,DPUB,ACT,,6,2,,5194.85,5194.85,,1,3147972.15595706,1705827.79220888
28096,9462STIL,1,NO16,DPUB,ACT,,,1,,,,,1,3147440.66784681,1705828.09207705
28097,9458STIL,3,NO13,DPUB,ACT,,,1,,,,,1,3150428.38562465,1705829.28301954
28098,9456STIL,3,NO13,DPUB,ACT,,,1,,,,,1,3150512.64661098,1705829.72527589
28099,9453STIL,3,UNKN,DPUB,ACT,,,1,,5125.55,,,1,3150808.4586834,1705831.78596731
28100,9448STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3132148.00814348,1705834.7977723
28101,872796STIL,1,C,PRIV,ACT,6/15/2015 12:00:00 AM,,1,5180.93,5173.1,,,1,3146021.67954306,1705835.98543397
28102,9445STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3154433.27623689,1705836.75511746
28103,9443STIL,98,UNKN,FDST,ACT,,,1,,,,,1,3142818.26633048,1705840.33253813
28104,462162STIL,3,NO16,PRIV,ACT,12/3/2002 12:00:00 AM,,1,,5283.22,,,1,3169641.56438981,1705842.54053897
28105,1505620STIL,1,OTHR,PRIV,ACT,7/20/2018 12:00:00 AM,,1,5322.32,5319.32,,,1,3183784.95506623,1705843.19900222
28106,1505622STIL,1,OTHR,PRIV,ACT,7/20/2018 12:00:00 AM,,1,5320.53,5319.53,,,1,3183817.59246814,1705848.07661714
28107,1462386STIL,1,C,PRIV,ACT,1/24/2017 12:00:00 AM,,1,5267.93,5265.97,5265.6,,1,3174752.11814506,1705848.64715405
28108,1401575STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,5,2,5281.08,5275.75,,,1,3171005.51605822,1705850.29708514
28109,9442STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3152402.15070598,1705854.55363829
28110,9440STIL,98,UNKN,PRIV,ACT,12/1/1920 12:00:00 AM,,1,,,,,1,3152647.03407449,1705855.6067858
28111,9439STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3152886.35544623,1705856.21209955
28112,9437STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3153127.47307423,1705856.95586446
28113,9435STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3153366.62974815,1705857.09267521
28114,462226STIL,3,NO16,PRIV,ACT,12/3/2002 12:00:00 AM,,1,,5280.12,5279.87,,1,3168078.27814631,1705858.83775046
28115,462227STIL,98,UNKN,PRIV,ACT,12/3/2002 12:00:00 AM,,2,,5284.38,5280.68,,1,3168200.87796673,1705858.83775046
28116,1663431STIL,1,NO16,DPUB,ACT,8/8/2024 12:00:00 AM,,2,5187.32,5183.54,,,1,3146709.84811422,1705859.74030772
28117,462228STIL,98,UNKN,PRIV,ACT,12/3/2002 12:00:00 AM,,2,,5281.51,,,1,3168331.12967473,1705859.97948046
28118,462229STIL,3,NO16,PRIV,ACT,12/3/2002 12:00:00 AM,,1,,5280.7,5280.36,,1,3168462.92993607,1705859.97948046
28119,9436STIL,98,UNKN,PRIV,ACT,12/1/1920 12:00:00 AM,,1,,,,,1,3154116.97207949,1705860.53853446
28120,9433STIL,98,UNKN,PRIV,ACT,12/1/1920 12:00:00 AM,,1,,,,,1,3153596.62764773,1705863.50309546
28121,9432STIL,98,UNKN,PRIV,ACT,7/1/1954 12:00:00 AM,,1,,,,,1,3153840.78431165,1705863.67796388
28122,614077STIL,98,UNKN,NDPUB,ACT,,,1,,5433.14,,,1,3207773.77946381,1705863.72028664
28123,9430STIL,98,UNKN,PRIV,ABND,12/1/1920 12:00:00 AM,,1,,,,,0,3170858.6843309,1705863.87481388
28124,614047STIL,98,UNKN,NDPUB,ACT,,,1,,5426.89,,,1,3207032.49485715,1705864.7799958
28125,719638STIL,2,NO14,DPUB,ACT,6/8/2007 12:00:00 AM,9,3,,5259.63,5259.53,,1,3172351.40116173,1705865.1835383
28126,719632STIL,2,NO14,DPUB,ACT,6/8/2007 12:00:00 AM,15,5,,5260.01,,,1,3172405.40138181,1705865.1835383
28127,1686990STIL,1,OTHR,PRIV,ACT,4/18/2025 12:00:00 AM,,1,5271.53,5265.5,5265.01,,1,3162549.00311564,1705869.44370039
28128,771718STIL,1,C,PRIV,ACT,3/27/2012 12:00:00 AM,,1,5217.8,5214.61,,,1,3154277.89892298,1705870.19894822
28129,1687086STIL,1,OTHR,PRIV,ACT,4/18/2025 12:00:00 AM,,1,5274.04,5268.77,5268.33,,1,3162682.01728532,1705870.72388154
28130,1687090STIL,1,C,PRIV,ACT,4/18/2025 12:00:00 AM,,1,5278.05,5274.44,5272.65,,1,3162880.09989439,1705872.44599096
28131,1458003STIL,3,NO16,DPUB,ACT,3/25/2019 12:00:00 AM,5,1,,5181.96,,5185.12,1,3146542.76281849,1705876.04572129
28132,9423STIL,98,UNKN,FDST,ACT,,,1,,,,,1,3142956.72766773,1705876.75405322
28133,1687469STIL,1,C,PRIV,ACT,4/18/2025 12:00:00 AM,,1,5268.35,5264.96,,,1,3162439.28089415,1705877.60346097
28134,9422STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3135232.88091072,1705878.57786846
28135,9421STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3134803.10978864,1705878.63167413
28136,1686967STIL,2,NO16,PRIV,ACT,4/18/2025 12:00:00 AM,,1,5280.07,5276.46,5276.92,,1,3163112.22147739,1705878.72124088
28137,1687123STIL,3,NO16,PRIV,ACT,4/18/2025 12:00:00 AM,,1,5276.21,5273.07,5273.65,,1,3162762.94855389,1705879.07917979
28138,9419STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3135194.90132789,1705879.32228954
28139,1687103STIL,3,NO16,PRIV,ACT,4/18/2025 12:00:00 AM,,1,5280.47,5278.92,5278.53,,1,3163278.95342739,1705880.45712979
28140,9417STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3135631.00741106,1705880.95712879
28141,9418STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3135668.82196797,1705880.95712879
28142,9416STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3136397.68698007,1705882.27339913
28143,9415STIL,2,ST,DPUB,ACT,,,1,,,,,1,3136104.75974439,1705882.42234896
28144,9414STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3136438.75317089,1705882.82064213
28145,9413STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3136727.70502082,1705882.8980698
28146,9411STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3164453.05376948,1705883.73140146
28147,9409STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3136764.3273229,1705884.31276514
28148,9407STIL,2,ST,DPUB,ACT,,,1,,,,,1,3137089.19117448,1705886.11230221
28149,1687108STIL,1,OTHR,PRIV,ACT,4/18/2025 12:00:00 AM,,1,5280.61,5280.25,,,1,3163112.21655615,1705887.53126264
28150,9404STIL,2,ST,DPUB,ACT,,,1,,,,,1,3137373.64008065,1705888.70055163
28151,1687166STIL,1,OTHR,PRIV,ACT,4/18/2025 12:00:00 AM,,1,5277.53,5274.62,,,1,3162837.7830499,1705888.77568272
28152,1687175STIL,1,OTHR,PRIV,ACT,4/18/2025 12:00:00 AM,,1,5277.97,5274.77,,,1,3162897.67892748,1705889.53519563
28153,9402STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3137422.38079681,1705889.70973596
28154,9401STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3147501.48891939,1705889.73335797
28155,9400STIL,2,ST,DPUB,ACT,,,1,,,,,1,3137037.19915248,1705890.00402671
28156,1687244STIL,1,OTHR,PRIV,ACT,4/18/2025 12:00:00 AM,,1,5281.27,5277.83,,,1,3163136.10791256,1705890.44037755
28157,1666864STIL,2,NO14,DPUB,ACT,,10,3,,5193.55,5193.55,,1,3147996.25466214,1705891.55586088
28158,9398STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3136059.90583147,1705891.8114378
28159,1687119STIL,1,OTHR,PRIV,ACT,4/18/2025 12:00:00 AM,,1,5280.31,5277.79,,,1,3163228.29276755,1705891.9669493
28160,9397STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3137862.94422014,1705892.1913583
28161,1687114STIL,1,OTHR,PRIV,ACT,4/18/2025 12:00:00 AM,,1,5280.44,5277.62,,,1,3163247.71989407,1705892.52272247
28162,9395STIL,98,UNKN,PRIV,ACT,6/24/1996 12:00:00 AM,,1,,,,,1,3167811.41811574,1705893.16510963
28163,9394STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3152168.38739398,1705893.21005705
28164,1686952STIL,3,NO16,PRIV,ACT,4/18/2025 12:00:00 AM,,1,5279.19,5273.14,,,1,3163026.27676739,1705893.57193297
28165,1687128STIL,1,OTHR,PRIV,ACT,4/18/2025 12:00:00 AM,,1,5275.06,5273.46,5273.76,,1,3162742.72746573,1705893.77960971
28166,9391STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3138271.13664523,1705894.18512072
28167,1686953STIL,3,NO16,PRIV,ACT,4/18/2025 12:00:00 AM,,1,5279.24,5273.12,,,1,3163060.78194773,1705894.22317839
28168,9389STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3137827.04829456,1705894.33866371
28169,9386STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3152295.71916032,1705896.06602247
28170,1462378STIL,1,C,PRIV,ACT,1/24/2017 12:00:00 AM,,1,5265.44,5263.48,5263.48,,1,3174233.00796281,1705897.90492955
28171,614163STIL,98,UNKN,NDPUB,ACT,,,1,,5436.24,,,1,3208730.85464939,1705898.09554596
28172,9380STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3132107.25560032,1705898.80190939
28173,9379STIL,3,NO13,DPUB,ACT,,,2,,,,,1,3162410.49879947,1705898.85144997
28174,9377STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3138701.69483922,1705898.98662029
28175,9381STIL,3,NO13,DPUB,ACT,,,2,,5263.68,,,1,3162364.11536206,1705899.17920521
28176,1458008STIL,3,NO16,DPUB,ACT,3/25/2019 12:00:00 AM,5,1,,5181.36,,5181.78,1,3146450.54056197,1705900.21266772
28177,771748STIL,1,NO16,PRIV,ACT,3/27/2012 12:00:00 AM,,1,5219.11,5217.23,5217.12,,1,3154338.63895898,1705900.51450439
28178,9375STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3141150.19551964,1705901.44199596
28179,9373STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3141104.99711923,1705902.17887112
28180,9372STIL,98,UNKN,DPUB,ACT,,,1,,5178.77,,,1,3141275.17000723,1705902.84389605
28181,9371STIL,98,UNKN,FDST,ACT,,,1,,,,,1,3142922.28219856,1705903.32749088
28182,9368STIL,2,ST,DPUB,ACT,,,1,,,,,1,3139001.59253339,1705906.67426896
28183,9367STIL,3,UNKN,DPUB,ACT,,,2,,5177.5,5177.75,,1,3141907.07195865,1705906.70346838
28184,9361STIL,2,ST,DPUB,ACT,,,1,,,,,1,3141010.81784564,1705907.58141938
28185,635100STIL,3,NO16,PRIV,ACT,11/28/2008 12:00:00 AM,,1,5289.61,5285.8,,,1,3177835.14872439,1705907.74677338
28186,9359STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3139348.43928064,1705907.95182547
28187,9357STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3139695.07966349,1705908.96593104
28188,9354STIL,3,UNKN,DPUB,ACT,7/1/1908 12:00:00 AM,,1,,,,,1,3163731.01617156,1705910.6598253
28189,719523STIL,2,NO14,DPUB,ACT,6/8/2007 12:00:00 AM,6,2,,5259.68,,,1,3172411.89415097,1705910.86783013
28190,614026STIL,2,NO14,NDPUB,ACT,,9,3,,5413.88,,,1,3205848.92701431,1705911.10929947
28191,9351STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3183028.69903281,1705911.38456137
28192,9349STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3141105.15427114,1705911.75693597
28193,9348STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3163684.10156722,1705912.81008346
28194,9346STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3140010.29917739,1705913.2149383
28195,771749STIL,1,C,PRIV,ACT,3/27/2012 12:00:00 AM,,1,5219.56,5217.85,,,1,3154453.83885981,1705913.38947864
28196,1462356STIL,1,D,PRIV,ACT,1/24/2017 12:00:00 AM,,1,5266.46,5258.46,5258.46,,1,3173407.14773789,1705913.58304779
28197,719522STIL,2,NO14,DPUB,ACT,6/8/2007 12:00:00 AM,6,2,,5259.69,,,1,3172361.38440947,1705914.83796655
28198,9343STIL,3,UNKN,FDST,ACT,,,1,,,,,1,3143198.35316873,1705915.96362047
28199,635101STIL,3,NO16,PRIV,ACT,11/28/2008 12:00:00 AM,,1,5294.62,5288.39,,,1,3178171.34949556,1705917.09189905
28200,9342STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3135194.90132789,1705917.56958838
28201,9341STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3131671.68954231,1705918.24084689
28202,9340STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3135630.75216223,1705918.4865813
28203,614167STIL,98,UNKN,NDPUB,ACT,,,1,,5442.18,,,1,3209926.55009265,1705919.33336438
28204,9339STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3154538.45942548,1705919.83008255
28205,9338STIL,2,ST,DPUB,ACT,,,1,,,,,1,3136066.14269565,1705920.61551405
28206,9335STIL,98,UNKN,PRIV,ABND,,,1,,,,,0,3170815.64767157,1705922.47935547
28207,9331STIL,2,ST,DPUB,ACT,,,1,,,,,1,3136397.23094423,1705924.59942997
28208,462231STIL,2,NO14,PRIV,ACT,12/3/2002 12:00:00 AM,,2,,5278.84,5278.54,,1,3168718.49865064,1705927.08498929
28209,462230STIL,3,NO16,PRIV,ACT,12/3/2002 12:00:00 AM,,1,,5278.47,5278.42,,1,3168731.69842739,1705927.08498929
28210,9324STIL,98,UNKN,FDST,ACT,,,1,,,,,1,3143176.01364648,1705927.21720688
28211,9323STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3136727.21092731,1705927.32022505
28212,9320STIL,98,UNKN,DPUB,ACT,11/21/2000 12:00:00 AM,,3,,,,,1,3183129.14929123,1705928.30217847
28213,9318STIL,3,UNKN,DPUB,ACT,11/21/2000 12:00:00 AM,,3,,,,,1,3183087.75764173,1705928.8586078
28214,9317STIL,2,ST,DPUB,ACT,,,1,,,,,1,3137050.53311531,1705928.96457872
28215,614046STIL,98,UNKN,NDPUB,ACT,,,1,,5426.89,,,1,3207030.6966324,1705929.05611396
28216,9316STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3137374.88253222,1705929.24541804
28217,9314STIL,2,ST,DPUB,ACT,,,1,,,,,1,3137824.0043374,1705930.13058688
28218,9313STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3137862.41731831,1705930.42389338
28219,9311STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3131236.22026889,1705932.17454605
28220,9309STIL,2,ST,DPUB,ACT,,,1,,,,,1,3138270.24786748,1705932.70538488
28221,9310STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3138308.98401047,1705932.70538488
28222,1462374STIL,1,C,PRIV,ACT,1/24/2017 12:00:00 AM,,1,5263.67,5261.71,5261.79,,1,3173835.87982006,1705933.48687938
28223,1401568STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,5,2,5279.06,5275.15,,,1,3170851.70402989,1705934.78608938
28224,1458009STIL,3,NO16,DPUB,ACT,3/25/2019 12:00:00 AM,5,1,,5181.43,,5184.67,1,3146484.01293598,1705935.35137697
28225,9308STIL,98,UNKN,PRIV,ABND,,,1,,,,,0,3170535.14232706,1705936.82348688
28226,9307STIL,98,UNKN,PRIV,ABND,12/1/1936 12:00:00 AM,,1,,,,,0,3170487.16112381,1705937.06462814
28227,9305STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3138714.39232039,1705937.31987697
28228,9303STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3132107.6201009,1705941.24769063
28229,630370STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3145369.84226406,1705941.48883188
28230,9300STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3139001.45145756,1705944.8133003
28231,1401590STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,5,2,5275.21,5270.16,5267.61,,1,3171723.80989723,1705945.12399521
28232,9299STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3139039.60623689,1705945.23718396
28233,9298STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3139347.75227414,1705946.18173589
28234,9297STIL,98,UNKN,FDST,ACT,,,1,,,,,1,3142709.42599697,1705946.18272012
28235,9296STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3139385.92181723,1705946.41073805
28236,9295STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3139694.79291865,1705947.35430571
28237,9294STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3139732.62420781,1705947.49767813
28238,614078STIL,98,UNKN,NDPUB,ACT,,,1,,5431.8,,,1,3207841.20747857,1705947.78081405
28239,1401574STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,5,2,5279.13,5273.73,5273.73,,1,3171092.81509623,1705947.87300546
28240,1401576STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,5,2,5278.72,5274.24,5273.88,,1,3171141.80285914,1705947.87300546
28241,1401577STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,5,2,5278.37,5274.42,,,1,3171190.79095015,1705947.87300546
28242,9293STIL,3,NO16,DPUB,ACT,,,1,,,,,1,3147080.38805556,1705948.73192763
28243,9292STIL,98,UNKN,DPUB,ACT,,,2,,,,,1,3140993.85134414,1705949.14531264
28244,1401569STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,5,2,5278.85,5274.99,,,1,3170868.55012481,1705949.23291089
28245,1401589STIL,1,D,RTD,ACT,9/10/2015 12:00:00 AM,,,5270.82,5265.82,5265.33,,1,3171795.71690564,1705950.34183255
28246,9289STIL,98,UNKN,PRIV,ABND,,,1,,,,,0,3170865.47959289,1705951.90679005
28247,462171STIL,3,NO16,PRIV,ACT,12/3/2002 12:00:00 AM,,1,,5282.24,,,1,3169641.56438981,1705952.7404498
28248,407102STIL,3,NO16,PRIV,ACT,9/10/0200 12:00:00 AM,,1,,5152.04,,,1,3144802.84438232,1705953.30836205
28249,9288STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3131679.80205889,1705954.03080155
28250,9287STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3131709.90567324,1705954.5376903
28251,9286STIL,98,UNKN,FDST,ACT,,,1,,,,,1,3142851.27610698,1705954.66203389
28252,1401560STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,10,4,5279.45,5274.05,5274,,1,3170751.20554323,1705955.75848839
28253,9283STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3140030.05569956,1705957.82475722
28254,1401582STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,5,2,5275.74,5271.29,5271.19,,1,3171580.46503957,1705958.03112163
28255,1462271STIL,2,NO14,DPUB,ACT,9/1/2015 12:00:00 AM,6,2,,5262.31,5261.2,,1,3172025.33193198,1705958.46222313
28256,9280STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3166820.38368048,1705958.72993913
28257,462101STIL,98,UNKN,PRIV,ACT,12/3/2002 12:00:00 AM,,3,,5278.68,,,1,3168908.90837482,1705959.6361053
28258,9275STIL,98,UNKN,PRIV,ACT,,,1,,5245.9,,,1,3156015.88822915,1705963.52454896
28259,9274STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3141077.25603297,1705963.7286168
28260,614162STIL,98,UNKN,NDPUB,ACT,,,1,,5436.24,,,1,3208729.79264365,1705965.3486923
28261,1401583STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,10,4,5276.39,5272.19,5272.14,,1,3171436.84984122,1705968.46810864
28262,9271STIL,3,NO13,DPUB,ACT,,,1,,5268.1,,,1,3157301.64878097,1705969.5376603
28263,1618790STIL,1,NO16,DPUB,ACT,6/22/2020 12:00:00 AM,,1,5195.61,5191.84,5191.85,,1,3148281.07561481,1705969.72171505
28264,9267STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3141974.59544565,1705969.98155704
28265,9266STIL,3,NO13,DPUB,ACT,,,1,,5267.58,,,1,3157219.47670123,1705970.01370922
28266,9265STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3131236.03785457,1705970.61278938
28267,637188STIL,99,OTHR,PRIV,ACT,1/22/2008 12:00:00 AM,,1,5236.38,5233.22,,,1,3155000.90797564,1705971.15018988
28268,9264STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3142017.02383848,1705971.77748522
28269,1462359STIL,1,C,PRIV,ACT,1/24/2017 12:00:00 AM,,1,5262.84,5260.42,5260.42,,1,3173413.60573024,1705973.2345033
28270,1462341STIL,1,C,PRIV,ACT,1/24/2017 12:00:00 AM,,1,5254.02,5248.92,,,1,3172712.73836556,1705973.58292779
28271,9261STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3147124.18291548,1705974.00746763
28272,893900STIL,2,NO14,DPUB,ACT,9/1/2015 12:00:00 AM,6,2,5278.95,5274.15,5274.05,,1,3170826.79069389,1705980.23941055
28273,1506407STIL,2,NO14,PRIV,ACT,9/26/2018 12:00:00 AM,6,2,5233.59,5229.39,,,1,3154820.20295648,1705983.03861755
28274,1401584STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,10,4,5277.66,5273.46,5273.11,,1,3171232.50116856,1705984.08389105
28275,9256STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3131271.77203506,1705984.09340547
28276,893899STIL,2,NO14,DPUB,ACT,9/1/2015 12:00:00 AM,6,2,5278.95,5272.6,5272.5,,1,3170777.41316798,1705984.96151397
28277,897572STIL,1,NO13,PRIV,ACT,11/25/2015 12:00:00 AM,,,5291.54,5288.14,5289.53,,1,3165272.81656565,1705986.7364448
28278,897601STIL,1,NO13,PRIV,ACT,11/25/2015 12:00:00 AM,,,5291.56,5289.91,,,1,3165332.51657748,1705986.7364448
28279,897641STIL,1,NO13,PRIV,ACT,11/25/2015 12:00:00 AM,,1,5291.56,5288.71,,,1,3165392.49546014,1705987.94313529
28280,897626STIL,1,NO13,PRIV,ACT,11/25/2015 12:00:00 AM,,1,5291.3,5287.93,5288.08,,1,3165452.2955374,1705987.94313529
28281,897643STIL,1,NO13,PRIV,ACT,11/25/2015 12:00:00 AM,,1,5291.44,5288.84,,,1,3165525.39545681,1705987.94313529
28282,614166STIL,98,UNKN,NDPUB,ACT,,,1,,5442.19,,,1,3209934.33747864,1705988.00251839
28283,897603STIL,1,NO13,PRIV,ACT,11/25/2015 12:00:00 AM,,,5291.52,5289.92,,,1,3165207.45646015,1705989.01892056
28284,1401585STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,10,4,5277.57,5273.52,,,1,3171221.80302723,1705992.31189297
28285,9253STIL,2,NO14,DPUB,ACT,,,2,,5434.7,,,1,3207762.39136323,1705994.04810996
28286,1462361STIL,1,C,PRIV,ACT,1/24/2017 12:00:00 AM,,1,5262.66,5258.88,5259.76,,1,3173190.08124289,1705994.12553763
28287,893849STIL,2,NO14,DPUB,ACT,9/1/2015 12:00:00 AM,6,2,5280.65,5275.82,5275.72,,1,3170301.70053673,1705997.95525438
28288,9250STIL,2,NO14,DPUB,ACT,,,2,,5434.4,,,1,3207811.37387681,1705998.40833746
28289,1618787STIL,3,NO16,DPUB,ACT,6/22/2020 12:00:00 AM,,1,5194.03,5191.27,5191.05,,1,3148301.82622948,1705998.84009513
28290,637189STIL,99,OTHR,PRIV,ACT,1/22/2008 12:00:00 AM,,1,5236.59,5232.8,,,1,3154997.53823173,1705998.94901879
28291,1457997STIL,3,NO16,DPUB,ACT,3/25/2019 12:00:00 AM,5,1,,5182.09,,5185.33,1,3146642.84956056,1706000.12224481
28292,482307STIL,3,NO16,DPUB,ACT,,,1,,,,,1,3129474.15227073,1706000.26889805
28293,9246STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3129196.51831156,1706001.60813421
28294,9244STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3128485.57255498,1706001.80235955
28295,9242STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3128524.21256956,1706006.18161589
28296,48532STIL,3,NO16,DPUB,ACT,1/29/2002 12:00:00 AM,,1,,,,,1,3129506.83133923,1706006.49132656
28297,635099STIL,3,NO16,PRIV,ACT,11/28/2008 12:00:00 AM,,1,5290.12,5285.47,,,1,3177768.8712979,1706008.3072678
28298,893850STIL,2,NO14,DPUB,ACT,9/1/2015 12:00:00 AM,6,2,5280.76,5275.17,5275.07,,1,3170253.01001731,1706009.36992972
28299,1401545STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,15,5,5281.68,5276.16,5276.81,,1,3170235.48643032,1706010.55070163
28300,462255STIL,3,NO16,PRIV,ACT,12/3/2002 12:00:00 AM,,1,,5279.15,5278.93,,1,3168732.61870115,1706011.1045063
28301,462256STIL,3,NO16,PRIV,ACT,12/3/2002 12:00:00 AM,,1,,5278.7,5278.35,,1,3168760.81844789,1706011.1045063
28302,1462308STIL,1,C,PRIV,ACT,1/24/2017 12:00:00 AM,,1,,,,,1,3172187.75483547,1706020.75114055
28303,893981STIL,2,NO14,DPUB,ACT,9/1/2015 12:00:00 AM,6,2,5267.23,5263.83,,,1,3172030.67476906,1706021.18978797
28304,9231STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3125925.21612714,1706027.58314788
28305,872799STIL,1,C,PRIV,ACT,6/15/2015 12:00:00 AM,,1,5178.53,5172.88,,,1,3146195.42525856,1706028.25145364
28306,9230STIL,98,UNKN,PRIV,ABND,,,1,,5275.05,,,0,3169856.25064023,1706028.54705672
28307,1601851STIL,3,NO16,DPUB,ACT,11/9/2018 12:00:00 AM,,1,5190.66,5184.76,,,1,3147094.60554682,1706029.60906246
28308,1639699STIL,1,OTHR,PRIV,ACT,3/2/2023 12:00:00 AM,,1,5201.84,5198,,,1,3149144.69199781,1706029.67894422
28309,1457998STIL,3,NO16,DPUB,ACT,3/25/2019 12:00:00 AM,5,1,,5181.53,,5185.67,1,3146590.45366798,1706029.80984947
28310,462254STIL,2,NO14,PRIV,ACT,12/3/2002 12:00:00 AM,,2,,5279.94,,,1,3168697.84449248,1706030.26588529
28311,9220STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3148331.23725989,1706030.74160613
28312,1401558STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,5,2,5280.55,5275.97,5275.87,,1,3170683.08592881,1706031.36299597
